Date,Close,High,Low,Open,Volume
,AMKR,AMKR,AMKR,AMKR,AMKR
2018-01-02,9.617280960083008,9.66387649269684,9.300432404791986,9.458856682437498,1005900
2018-01-03,9.589324951171875,9.701153707342467,9.514772447058146,9.635920488426944,664000
2018-01-04,10.204383850097656,10.269617959638955,9.682516306183127,9.691834702915331,1954200
2018-01-05,10.064599990844727,10.25098129111782,10.045961416449344,10.223024318260894,999800
2018-01-08,9.962085723876953,10.12982927306995,9.887533232843577,10.045957498473452,672300
2018-01-09,9.766385078430176,9.990043437190517,9.69183258842199,9.952767192186425,1021100
2018-01-10,9.691834449768066,9.775706239319051,9.59864426372827,9.673196768054488,827200
2018-01-11,9.794344902038574,9.831621154552854,9.654558288558054,9.719792397010016,701100
2018-01-12,9.757065773010254,9.896851456544114,9.738427207880031,9.812979690929517,540500
2018-01-16,9.812979698181152,9.924808422838021,9.701150973524284,9.82229898075315,705200
2018-01-17,10.12051010131836,10.167105630912959,9.812980850224141,9.952767439007935,721600
2018-01-18,10.101874351501465,10.232340792793698,10.02732184540991,10.129831319101804,532100
2018-01-19,10.167105674743652,10.204381920832867,10.027319974093045,10.111191749977733,625100
2018-01-22,9.99936294555664,10.120510977496604,9.868896517879667,10.1018732972867,984400
2018-01-23,10.092555046081543,10.167107552025549,9.999363969283548,10.008683254710542,583600
2018-01-24,9.682514190673828,10.12050984715005,9.607961700689119,10.06459592402941,864900
2018-01-25,9.35634708404541,9.831619909990756,9.319070836249846,9.794343662195192,1105600
2018-01-26,9.64523983001709,9.654558226533823,9.384305175357504,9.44953928339038,493800
2018-01-29,9.635920524597168,9.673196776793956,9.440219978380044,9.589324987167194,738900
2018-01-30,9.412263870239258,9.589325862146048,9.384306011988683,9.496134778782872,573000
2018-01-31,9.374987602233887,9.589325849455074,9.337711346685158,9.496134766215231,962600
2018-02-01,9.35634708404541,9.458856543299254,9.272475304321427,9.319070836249846,1231000
2018-02-02,9.05813980102539,9.2817973544492,9.00222496830138,9.2817973544492,1067900
