Date,Close,High,Low,Open,Volume
,EMBC,EMBC,EMBC,EMBC,EMBC
2022-03-22,41.45909881591797,43.223315786808094,41.45909881591797,42.34120730136303,7000
2022-03-23,37.04855728149414,42.34120832170758,37.04855728149414,42.34120832170758,22900
2022-03-24,39.182376861572266,39.20972402907027,38.856879278300426,38.856879278300426,600
2022-03-25,37.939483642578125,37.939483642578125,37.939483642578125,37.939483642578125,1100
2022-03-28,38.371726989746094,38.81278132296156,37.04944561420935,38.81278132296156,1100
2022-03-29,35.32844161987305,38.41582109615368,34.852102264509654,38.37171634805927,15500
2022-03-30,32.12638473510742,36.01648581844477,32.10874552915299,35.65481816182857,46100
2022-03-31,29.400678634643555,32.073466377801346,29.400678634643555,32.073466377801346,132200
2022-04-01,26.90430450439453,29.24189296306195,25.22388750260465,28.5450265633866,22998000
2022-04-04,27.698200225830078,29.79761723516399,26.569102680973405,26.569102680973405,5199700
2022-04-05,26.463253021240234,27.59235242250894,26.463253021240234,26.966054559445666,4333000
2022-04-06,26.44561004638672,26.9748754352563,23.993349713855967,26.366220153931867,7015800
2022-04-07,25.93398666381836,26.604389250759134,25.228300615716627,25.38708039716158,5450300
2022-04-08,28.703805923461914,30.14164008146772,24.96366511615821,25.49293045171916,3501100
2022-04-11,28.597957611083984,28.880235443211056,27.080733191397037,28.02458907186303,1937500
2022-04-12,28.32450294494629,29.303643865506075,26.869022652496326,28.668524702985845,2213400
2022-04-13,29.427141189575195,29.49770812240389,27.345364513985164,27.94519858542558,2132600
2022-04-14,28.959625244140625,29.60356408034139,28.395072946876702,29.118401686991373,1598900
2022-04-18,28.465639114379883,28.88905075214079,27.954016298130053,28.545029006771088,926600
2022-04-19,27.283615112304688,28.439178413721198,26.83373959291548,28.218649614815863,1038300
2022-04-20,27.460033416748047,27.909908897159063,26.35739793019798,27.292434034183962,964500
2022-04-21,26.974868774414062,27.601166473297834,25.845769669130675,27.398280307962377,860600
2022-04-22,27.918729782104492,28.165720733241276,26.463251297253205,26.869020342883417,792100
2022-04-25,28.6155948638916,28.694984753323443,26.52499892882172,27.627634412610373,862800
2022-04-26,27.424753189086914,28.889053153247882,27.265973391107554,28.015765946849843,1023700
2022-04-27,27.918729782104492,28.22746805040342,26.877841628547753,27.204222468175352,921200
2022-04-28,27.29243278503418,28.006940076519573,26.427965324453762,27.73348695946756,846700
2022-04-29,26.842559814453125,27.221866708838885,26.031019990938194,26.92194970781239,958800
2022-05-02,27.998119354248047,28.015761925377376,26.18979787569636,26.242723906596165,1029700
2022-05-03,28.342145919799805,28.72145282890989,27.43357359524515,27.645279424925306,746900
2022-05-04,28.6155948638916,28.97725916797522,27.940782486209176,28.095152463432523,475800
2022-05-05,28.05104637145996,29.32128461762402,27.63645603027227,28.2980390109788,269900
2022-05-06,26.51618003845215,27.75289648566845,26.348580641167324,27.592353444640906,604900
2022-05-09,25.607608795166016,26.238316468706564,24.97248963720164,25.995735300046093,1003300
2022-05-10,25.21065902709961,25.629660870589564,24.257981983764047,25.351796242224264,929900
2022-05-11,25.47528648376465,26.674954287559736,24.47850486383822,24.866632979622757,536900
2022-05-12,25.47528648376465,25.66935138290093,24.566716028673984,25.087160050468146,660700
2022-05-13,23.225914001464844,24.416760672669362,21.70868816590445,23.92278044196174,2386000
2022-05-16,22.264415740966797,23.71989425968816,22.0527099275608,22.881892291933795,1390800
2022-05-17,22.79368019104004,23.049490740928228,21.8189508555815,22.061530318446145,1150200
2022-05-18,23.525833129882812,24.10802458963338,22.520230005311532,22.8201470218483,1197500
2022-05-19,23.9757080078125,24.98131110525215,22.943641051102414,23.19063202349476,667600
2022-05-20,24.47850799560547,24.976899710576667,24.002168654042574,24.363834644389353,527600
2022-05-23,23.34941291809082,24.46086990276131,23.075959736283426,24.169774146001554,514800
2022-05-24,22.32616424560547,23.11124190482456,21.541088268874713,22.943640829374864,949000
2022-05-25,22.626081466674805,22.705471361986756,21.893931518511057,21.938037950622338,698500
2022-05-26,23.084775924682617,23.217091842621645,22.220310132826917,22.855427548427155,657000
2022-05-27,23.23473358154297,23.693430317626028,22.414372564218148,23.084775097919206,363600
2022-05-31,21.8586483001709,23.164168420498918,21.514624855802566,22.87307269525702,973600
2022-06-01,22.282060623168945,22.44966170709394,21.02946650210045,21.83218509209979,628700
2022-06-02,24.981306076049805,25.09598109398046,22.334981251341343,22.334981251341343,548100
2022-06-03,24.266803741455078,25.757567497969863,24.196235132521803,24.549078177188168,507300
2022-06-06,24.884275436401367,26.410324141611756,24.54025372257643,24.884275436401367,731700
2022-06-07,24.47850799560547,25.660533381163496,24.037453797486453,24.69903509466498,538500
2022-06-08,24.69903564453125,25.23712231661193,24.055096904738875,24.425582506706373,601200
2022-06-09,24.434402465820312,25.47528892673722,24.16094766035749,24.86663536422802,430000
2022-06-10,23.905141830444336,24.663754032654506,23.74195222123189,23.993353021163244,476800
2022-06-13,23.128883361816406,23.741950158684865,21.898343331023227,23.322948301036607,481400
2022-06-14,24.266803741455078,24.469688281827192,22.82896602101816,23.084778279956492,651700
2022-06-15,24.813709259033203,25.325332078317754,24.05509715750057,24.05509715750057,474500
2022-06-16,24.275623321533203,24.5931811981674,23.50818828115007,24.099200970356687,646300
2022-06-17,24.928382873535156,26.427966101189515,24.513792543078427,24.937204159181665,1966200
2022-06-21,23.816926956176758,25.369437952255762,23.50818867765459,23.825748242133194,904400
2022-06-22,25.043058395385742,25.69493682359028,23.287662779100962,23.287662779100962,594400
2022-06-23,23.834571838378906,25.060702102871897,23.76400322637546,24.972490917245487,889200
2022-06-24,23.702251434326172,25.060697380005795,23.65814500858092,23.68460886402807,7372700
