Date,Close,High,Low,Open,Volume
,UBCP,UBCP,UBCP,UBCP,UBCP
2018-01-02,8.558183670043945,8.878298778242002,8.492853776397304,8.492853776397304,8100
2018-01-03,8.394855499267578,8.721503563472048,8.362190568240782,8.721503563472048,3100
2018-01-04,8.440589904785156,8.440589904785156,8.362194408140864,8.427523677161762,1600
2018-01-05,8.603915214538574,8.623513935681146,8.336063741139021,8.336063741139021,6100
2018-01-08,8.460186004638672,9.146147166751392,8.460186004638672,9.146147166751392,4100
2018-01-09,8.590845108032227,8.590845108032227,8.590845108032227,8.590845108032227,100
2018-01-10,8.623509407043457,8.754168517765127,8.460185362883422,8.460185362883422,5600
2018-01-11,8.65617847442627,8.754172698508828,8.590848576349842,8.590848576349842,6400
2018-01-12,8.623509407043457,8.65617434048182,8.571245762754788,8.571245762754788,3200
2018-01-16,8.917496681213379,9.113485749345644,8.623513390531018,9.113485749345644,15100
2018-01-17,8.839098930358887,9.048154173942134,8.786835275221053,8.884830095878426,6500
2018-01-18,9.008956909179688,9.080819285522777,8.982825079324748,9.080819285522777,1100
2018-01-19,8.95015811920166,9.080817239030448,8.884828870803181,8.917493183486506,1700
2018-01-22,8.819499969482422,9.002422757363497,8.643109671037463,8.643109671037463,8400
2018-01-23,8.917496681213379,9.080820800818255,8.741106956016791,8.95016162974077,7800
2018-01-24,8.924026489257812,8.924026489257812,8.924026489257812,8.924026489257812,100
2018-01-25,8.884830474853516,9.048154559883677,8.852165533241095,9.048154559883677,1400
2018-01-26,8.65617847442627,8.917496820667814,8.65617847442627,8.917496820667814,2300
2018-01-29,8.394855499267578,8.852162664547489,8.264195775160399,8.852162664547489,4800
2018-01-30,8.394855499267578,8.427519807262634,8.394855499267578,8.427519807262634,2000
2018-01-31,8.420991897583008,8.427524388914387,8.420991897583008,8.427524388914387,400
2018-02-01,8.440589904785156,8.440589904785156,8.440589904785156,8.440589904785156,700
2018-02-02,8.296862602233887,8.40792301928611,8.166203471299472,8.264197663742312,1800
2018-02-05,8.30339527130127,8.30339527130127,8.296862159345318,8.296862159345318,600
2018-02-06,8.30339527130127,8.30339527130127,8.30339527130127,8.30339527130127,0
2018-02-07,8.381793022155762,8.427523572204057,8.349128076536115,8.36219430399678,1600
2018-02-08,8.23153305053711,8.29686230212533,8.23153305053711,8.29686230212533,2400
2018-02-09,8.26419734954834,8.26419734954834,8.16620316083111,8.16620316083111,1900
2018-02-12,8.23153305053711,8.29686230212533,8.23153305053711,8.25113176371039,4200
2018-02-13,7.839554309844971,8.264196585748854,7.839554309844971,8.23153227454994,5200
2018-02-14,7.715429306030273,7.839555324534713,7.643566316814969,7.839555324534713,5400
2018-02-15,7.839554309844971,7.872219244075685,7.7088951959539145,7.872219244075685,900
2018-02-16,7.839554309844971,7.911416666727102,7.806889375614257,7.806889375614257,800
2018-02-20,7.872220039367676,7.9375492913972,7.872220039367677,7.891818752673347,400
2018-02-21,7.85915470123291,7.937550186326254,7.839555985717557,7.937550186326254,3800
2018-02-22,7.872220039367676,7.872220039367677,7.80689016430629,7.872220039367677,2200
2018-02-23,7.826490879058838,7.90488699839327,7.826490879058838,7.8918207708268575,2300
2018-02-26,7.833024501800537,7.839557616008239,7.833024501800538,7.839557616008239,800
2018-02-27,7.9375505447387695,7.93755054473877,7.865688169249645,7.904886225082234,3000
2018-02-28,7.80689001083374,7.97021407224462,7.7742250739451935,7.904884821499379,13500
2018-03-01,7.891819477081299,7.891819477081299,7.806890880918454,7.806890880918454,900
2018-03-02,8.087807655334473,8.087807655334473,7.89181865559311,7.89181865559311,3000
2018-03-05,7.970216751098633,8.166205815271562,7.950618031590959,8.166205815271562,700
2018-03-06,7.839554309844971,8.035543292197456,7.839554309844971,8.035543292197456,3700
2018-03-07,7.839554309844971,8.002878357966742,7.806889375614257,7.839554309844971,7800
2018-03-08,7.958438873291016,8.090529016984979,7.958438873291016,8.090529016984979,2300
2018-03-09,8.083924293518066,8.123551651265673,7.958438815385701,8.123551651265673,5000
2018-03-12,8.024481773376465,8.090527144868549,7.958437031739723,7.958437031739723,3500
2018-03-13,8.222615242004395,8.35470532274782,7.95843508051754,7.95843508051754,10700
2018-03-14,8.189595222473145,8.222617910841059,8.189595222473145,8.222617910841059,8600
2018-03-15,8.420751571655273,8.420751571655273,8.222616114586451,8.222616114586451,5600
2018-03-16,8.453774452209473,8.486797134142394,8.453774452209473,8.486797134142394,6600
2018-03-19,8.387730598449707,8.420753286327953,8.18959510103562,8.18959510103562,7400
