Date,Close,High,Low,Open,Volume
,NFBK,NFBK,NFBK,NFBK,NFBK
2018-01-02,12.640664100646973,12.751417295747357,12.500375969091401,12.648046426457487,115900
2018-01-03,12.456074714660645,12.67019736631166,12.337936379590639,12.6406638387716,97700
2018-01-04,12.397008895874023,12.596364122130913,12.36009021819419,12.507762112306418,76400
2018-01-05,12.456074714660645,12.522525503701594,12.337936379590639,12.492991976161534,50000
2018-01-08,12.367472648620605,12.441308587884992,12.345321444350267,12.441308587884992,69400
2018-01-09,12.433923721313477,12.603745380350935,12.374855256939437,12.374855256939437,55000
2018-01-10,12.574213981628418,12.744035669423418,12.433925826869995,12.49299430124667,189200
2018-01-11,12.76618766784668,12.854789680759605,12.5520635547505,12.596364561206963,152700
2018-01-12,12.65542984008789,12.869553899055715,12.574211583499448,12.788334234164024,133000
2018-01-16,12.426539421081543,12.714497995747825,12.426539421081543,12.714497995747825,86200
2018-01-17,12.552064895629883,12.59636590681882,12.367475705988266,12.463461464948255,99600
2018-01-18,12.588980674743652,12.64804915207985,12.478227455776231,12.552063404522373,105200
2018-01-19,12.773567199707031,12.80310213641638,12.559444541777449,12.559444541777449,69300
2018-01-22,12.677581787109375,12.862170921220867,12.61112958616497,12.773567517193886,52300
2018-01-23,12.566826820373535,12.670196270276657,12.205032337409477,12.611127812002998,44500
2018-01-24,12.515143394470215,12.684965053596262,12.426539993711293,12.603745386925857,97800
2018-01-25,12.596362113952637,12.655430580519813,12.330554718552012,12.611129582670264,140900
2018-01-26,12.603744506835938,12.714497693823496,12.485607586275453,12.67019670068911,75600
2018-01-29,12.470840454101562,12.662813307244617,12.456074394862265,12.566827584824699,86200
2018-01-30,12.448691368103027,12.522525893402536,12.367471700309611,12.419156431340586,187700
2018-01-31,12.389622688293457,12.574211814951745,12.352704017979836,12.5077596166905,65100
2018-02-01,12.470840454101562,12.470840454101562,12.205033079852363,12.337936062825355,84200
2018-02-02,12.463458061218262,12.507760468612108,12.264102861159428,12.389623532168589,136000
2018-02-05,11.776786804199219,12.51514405662861,11.776786804199219,12.33793724573501,110800
2018-02-06,11.695053100585938,11.98482842698104,11.345836645258808,11.591031479251964,125800
2018-02-07,11.657904624938965,11.769357296144495,11.494441840921727,11.650475013734033,96200
2018-02-08,11.41270923614502,11.732205887454608,11.41270923614502,11.68762467922298,140600
2018-02-09,11.754495620727539,11.88080821180643,11.49444082801953,11.531591715147597,269600
