contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiration
GOOG260618C00075000,2026-01-29 14:58:33+00:00,75.0,257.49,247.9,251.5,0.0,0.0,4.0,93,1.334964262695312,True,REGULAR,USD,call,2026-06-18
GOOG260618C00080000,2026-01-20 15:54:44+00:00,80.0,246.69,242.7,246.35,0.0,0.0,2.0,12,1.2514685864257813,True,REGULAR,USD,call,2026-06-18
GOOG260618C00085000,2026-02-06 14:38:49+00:00,85.0,243.43,237.9,241.3,6.9299927,2.9302294,4.0,54,1.2099648876953122,True,REGULAR,USD,call,2026-06-18
GOOG260618C00090000,2025-12-17 14:46:09+00:00,90.0,211.3,237.35,241.3,0.0,0.0,5.0,221,1.5822774792480465,True,REGULAR,USD,call,2026-06-18
GOOG260618C00095000,2026-01-21 15:58:01+00:00,95.0,237.25,228.2,231.45,0.0,0.0,1.0,34,1.142582412109375,True,REGULAR,USD,call,2026-06-18
GOOG260618C00100000,2026-01-30 15:02:42+00:00,100.0,239.6,223.5,226.75,0.0,0.0,5.0,454,1.1315961389160156,True,REGULAR,USD,call,2026-06-18
GOOG260618C00105000,2026-01-21 15:56:35+00:00,105.0,227.0,218.55,221.35,0.0,0.0,1.0,197,1.0687302423095704,True,REGULAR,USD,call,2026-06-18
GOOG260618C00110000,2026-02-04 15:01:20+00:00,110.0,229.3,213.8,216.4,0.0,0.0,3.0,88,1.0432176745605473,True,REGULAR,USD,call,2026-06-18
GOOG260618C00115000,2026-02-05 15:18:03+00:00,115.0,207.0,208.8,211.5,0.0,0.0,2.0,221,1.0083057397460937,True,REGULAR,USD,call,2026-06-18
GOOG260618C00120000,2026-02-05 15:36:09+00:00,120.0,199.38,203.8,206.6,0.0,0.0,1.0,305,0.9747316979980469,True,REGULAR,USD,call,2026-06-18
GOOG260618C00125000,2026-02-03 15:18:19+00:00,125.0,220.0,198.95,201.7,0.0,0.0,1.0,105,0.9489751196289062,True,REGULAR,USD,call,2026-06-18
GOOG260618C00130000,2026-02-04 14:56:39+00:00,130.0,210.0,194.2,196.8,0.0,0.0,1.0,102,0.9278571667480469,True,REGULAR,USD,call,2026-06-18
GOOG260618C00135000,2026-02-04 19:43:12+00:00,135.0,201.0,189.3,192.4,0.0,0.0,1.0,164,0.9194343994140625,True,REGULAR,USD,call,2026-06-18
GOOG260618C00140000,2026-02-04 20:20:18+00:00,140.0,195.83,184.2,187.0,0.0,0.0,1.0,243,0.8674329663085938,True,REGULAR,USD,call,2026-06-18
GOOG260618C00145000,2026-02-05 19:41:04+00:00,145.0,187.35,179.4,182.6,0.0,0.0,3.0,142,0.862428133544922,True,REGULAR,USD,call,2026-06-18
GOOG260618C00150000,2026-02-03 14:30:11+00:00,150.0,200.0,175.1,177.2,0.0,0.0,1.0,467,0.839723282470703,True,REGULAR,USD,call,2026-06-18
GOOG260618C00155000,2026-02-06 15:01:51+00:00,155.0,170.0,169.8,172.5,4.399994,2.657001,1.0,584,0.8084735949707031,True,REGULAR,USD,call,2026-06-18
GOOG260618C00160000,2026-02-06 16:32:25+00:00,160.0,165.0,164.9,167.4,-21.990005,-11.75999,4.0,691,0.778200460205078,True,REGULAR,USD,call,2026-06-18
GOOG260618C00165000,2026-02-02 20:53:29+00:00,165.0,182.05,160.5,162.75,0.0,0.0,2.0,611,0.7746604565429689,True,REGULAR,USD,call,2026-06-18
GOOG260618C00170000,2026-02-04 14:51:40+00:00,170.0,173.38,155.65,157.9,0.0,0.0,1.0,1290,0.752932158203125,True,REGULAR,USD,call,2026-06-18
GOOG260618C00175000,2026-02-03 20:09:33+00:00,175.0,166.25,150.35,153.1,0.0,0.0,3.0,740,0.721804539794922,True,REGULAR,USD,call,2026-06-18
GOOG260618C00180000,2026-02-05 14:48:03+00:00,180.0,147.5,145.0,148.65,0.0,0.0,1.0,885,0.6986114123535156,True,REGULAR,USD,call,2026-06-18
GOOG260618C00185000,2026-02-05 19:52:29+00:00,185.0,147.38,141.15,143.45,0.0,0.0,13.0,976,0.6922638195800781,True,REGULAR,USD,call,2026-06-18
GOOG260618C00190000,2026-02-05 15:34:40+00:00,190.0,131.3,136.35,138.65,0.0,0.0,3.0,1788,0.6732210412597659,True,REGULAR,USD,call,2026-06-18
GOOG260618C00195000,2026-02-06 15:57:24+00:00,195.0,130.3,131.6,133.85,-3.8399963,-2.862678,150.0,519,0.6551548156738283,True,REGULAR,USD,call,2026-06-18
GOOG260618C00200000,2026-02-06 19:17:25+00:00,200.0,129.0,126.4,129.1,6.0,4.8780484,14.0,4628,0.6296423754882813,True,REGULAR,USD,call,2026-06-18
GOOG260618C00205000,2026-01-16 15:51:30+00:00,205.0,129.65,122.0,124.2,0.0,0.0,2.0,39,0.6161537408447266,True,REGULAR,USD,call,2026-06-18
GOOG260618C00210000,2026-02-06 20:09:36+00:00,210.0,117.29,116.95,119.55,-6.709999,-5.4112897,1.0,1906,0.5954630297851562,True,REGULAR,USD,call,2026-06-18
GOOG260618C00215000,2026-02-05 19:52:29+00:00,215.0,118.82,112.2,114.8,0.0,0.0,50.0,180,0.57812921875,True,REGULAR,USD,call,2026-06-18
GOOG260618C00220000,2026-02-06 14:30:00+00:00,220.0,113.65,107.55,110.3,2.3899994,2.1481209,2.0,2270,0.5659223095703125,True,REGULAR,USD,call,2026-06-18
GOOG260618C00225000,2026-01-29 20:55:12+00:00,225.0,119.38,102.9,105.5,0.0,0.0,30.0,304,0.5487716021728517,True,REGULAR,USD,call,2026-06-18
GOOG260618C00230000,2026-02-06 16:24:13+00:00,230.0,98.17,98.5,100.3,-0.83000183,-0.8383857,1.0,2266,0.5293626165771486,True,REGULAR,USD,call,2026-06-18
GOOG260618C00235000,2026-02-06 14:30:53+00:00,235.0,100.0,94.0,95.75,3.0,3.0927835,5.0,171,0.5170946728515625,True,REGULAR,USD,call,2026-06-18
GOOG260618C00240000,2026-02-06 20:29:58+00:00,240.0,89.97,89.5,91.3,-5.8799973,-6.1345825,4.0,2326,0.5053760400390624,True,REGULAR,USD,call,2026-06-18
GOOG260618C00245000,2026-02-05 16:42:58+00:00,245.0,86.0,85.1,86.85,0.0,0.0,2.0,622,0.5139208764648437,True,REGULAR,USD,call,2026-06-18
GOOG260618C00250000,2026-02-06 20:34:21+00:00,250.0,81.0,80.85,82.45,-7.9000015,-8.886391,51.0,8578,0.5012867254638673,True,REGULAR,USD,call,2026-06-18
GOOG260618C00255000,2026-02-06 15:52:42+00:00,255.0,76.12,76.45,78.2,-6.1800003,-7.5091133,2.0,2624,0.4909718872070313,True,REGULAR,USD,call,2026-06-18
GOOG260618C00260000,2026-02-06 20:19:31+00:00,260.0,72.7,72.35,73.95,-7.9500046,-9.857414,14.0,1699,0.4797415307617187,True,REGULAR,USD,call,2026-06-18
