contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiration
GOOG260313C00170000,2026-01-30 20:25:34+00:00,170.0,168.65,152.55,156.2,0.0,0.0,,1,1.168461188964844,True,REGULAR,USD,call,2026-03-13
GOOG260313C00185000,2026-01-30 20:26:43+00:00,185.0,153.77,137.55,141.05,0.0,0.0,,2,1.0212451281738284,True,REGULAR,USD,call,2026-03-13
GOOG260313C00270000,2026-02-05 14:30:00+00:00,270.0,45.75,54.35,57.65,0.0,0.0,10.0,23,0.5062915582275391,True,REGULAR,USD,call,2026-03-13
GOOG260313C00315000,2026-02-06 19:14:47+00:00,315.0,19.25,18.0,18.2,-5.1800003,-21.20344,13.0,44,0.34955484436035156,True,REGULAR,USD,call,2026-03-13
GOOG260313C00320000,2026-02-06 20:37:43+00:00,320.0,14.45,15.05,15.2,-6.7,-31.678486,135.0,195,0.3423527679443359,True,REGULAR,USD,call,2026-03-13
GOOG260313C00325000,2026-02-06 20:24:58+00:00,325.0,12.17,12.2,12.35,-5.9799995,-32.947655,142.0,24,0.33179379150390625,False,REGULAR,USD,call,2026-03-13
GOOG260313C00330000,2026-02-06 20:59:07+00:00,330.0,10.0,9.9,10.05,-6.0,-37.5,186.0,69,0.32770447692871096,False,REGULAR,USD,call,2026-03-13
GOOG260313C00335000,2026-02-06 20:56:36+00:00,335.0,7.95,7.95,8.1,-5.2,-39.543728,29.0,72,0.3250189569091796,False,REGULAR,USD,call,2026-03-13
GOOG260313C00340000,2026-02-06 20:05:51+00:00,340.0,6.35,6.2,6.35,-4.7500005,-42.792797,420.0,98,0.3200751586914062,False,REGULAR,USD,call,2026-03-13
GOOG260313C00345000,2026-02-06 20:46:14+00:00,345.0,4.75,4.85,5.0,-4.75,-50.0,2856.0,131,0.3188544677734374,False,REGULAR,USD,call,2026-03-13
GOOG260313C00350000,2026-02-06 20:53:49+00:00,350.0,3.95,3.65,3.8,-3.28,-45.366528,220.0,121,0.31482618774414056,False,REGULAR,USD,call,2026-03-13
GOOG260313C00355000,2026-02-06 20:40:24+00:00,355.0,2.71,2.78,2.86,-2.63,-49.25094,263.0,97,0.31201859863281245,False,REGULAR,USD,call,2026-03-13
GOOG260313C00360000,2026-02-06 20:58:18+00:00,360.0,2.16,2.15,2.23,-2.8099997,-56.53923,106.0,63,0.31445998046874996,False,REGULAR,USD,call,2026-03-13
GOOG260313C00365000,2026-02-06 18:15:36+00:00,365.0,1.98,1.63,1.7,-2.0300002,-50.623447,36.0,30,0.315314464111328,False,REGULAR,USD,call,2026-03-13
GOOG260313C00370000,2026-02-06 19:30:40+00:00,370.0,1.38,1.2,1.29,-1.7299999,-55.627007,29.0,61,0.31653515502929686,False,REGULAR,USD,call,2026-03-13
GOOG260313C00375000,2026-02-06 18:27:46+00:00,375.0,1.16,0.95,1.01,-1.39,-54.509808,112.0,366,0.3205634350585937,False,REGULAR,USD,call,2026-03-13
GOOG260313C00380000,2026-02-06 19:12:47+00:00,380.0,0.85,0.73,0.79,-1.05,-55.263157,4.0,45,0.3244696459960937,False,REGULAR,USD,call,2026-03-13
GOOG260313C00390000,2026-02-06 20:27:53+00:00,390.0,0.48,0.45,0.51,-0.6999999,-59.32203,2.0,19,0.3354558642578125,False,REGULAR,USD,call,2026-03-13
GOOG260313C00400000,2026-02-06 20:27:37+00:00,400.0,0.3,0.29,0.34,-0.51,-62.96296,8.0,85,0.34717449707031245,False,REGULAR,USD,call,2026-03-13
GOOG260313P00250000,2026-02-06 17:49:19+00:00,250.0,0.57,0.64,0.7,-0.13,-18.571428,13.0,74,0.4770560107421875,False,REGULAR,USD,put,2026-03-13
GOOG260313P00265000,2026-02-06 20:49:02+00:00,265.0,1.12,1.06,1.11,-0.049999952,-4.2735004,11.0,374,0.4249325085449219,False,REGULAR,USD,put,2026-03-13
GOOG260313P00270000,2026-02-06 20:20:02+00:00,270.0,1.27,1.27,1.34,-0.25,-16.447369,33.0,91,0.4106504248046875,False,REGULAR,USD,put,2026-03-13
GOOG260313P00275000,2026-02-06 17:57:08+00:00,275.0,1.33,1.56,1.63,-0.26,-16.3522,31.0,60,0.39722282470703124,False,REGULAR,USD,put,2026-03-13
GOOG260313P00280000,2026-02-06 20:54:01+00:00,280.0,1.8,1.89,1.96,0.06999993,4.046239,562.0,1275,0.38245246459960935,False,REGULAR,USD,put,2026-03-13
GOOG260313P00285000,2026-02-06 20:50:34+00:00,285.0,2.39,2.34,2.41,0.03000021,1.2711954,70.0,67,0.3702455554199219,False,REGULAR,USD,put,2026-03-13
GOOG260313P00290000,2026-02-06 20:54:42+00:00,290.0,2.76,2.91,2.99,-0.120000124,-4.166671,81.0,44,0.35925933715820313,False,REGULAR,USD,put,2026-03-13
GOOG260313P00295000,2026-02-06 20:38:02+00:00,295.0,3.7,3.65,3.7,0.17000008,4.815866,50.0,94,0.3482731188964844,False,REGULAR,USD,put,2026-03-13
GOOG260313P00300000,2026-02-06 20:56:18+00:00,300.0,4.6,4.45,4.6,0.17999983,4.0723944,271.0,145,0.3385686260986328,False,REGULAR,USD,put,2026-03-13
GOOG260313P00305000,2026-02-06 20:59:57+00:00,305.0,5.75,5.6,5.75,0.46000004,8.695653,127.0,162,0.3306341351318359,False,REGULAR,USD,put,2026-03-13
GOOG260313P00310000,2026-02-06 20:43:35+00:00,310.0,7.24,7.0,7.15,-0.36000013,-4.736844,56.0,109,0.32330998962402335,False,REGULAR,USD,put,2026-03-13
GOOG260313P00315000,2026-02-06 20:36:33+00:00,315.0,9.0,8.6,8.8,1.5500002,20.805372,60.0,45,0.3156196368408203,False,REGULAR,USD,put,2026-03-13
GOOG260313P00320000,2026-02-06 20:36:14+00:00,320.0,11.02,10.65,10.8,2.0200005,22.444448,86.0,42,0.30951618225097655,False,REGULAR,USD,put,2026-03-13
