contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiration
GOOG270115C00075000,2026-02-06 20:17:25+00:00,75.0,250.57,249.0,253.35,-21.539978,-7.915909,65.0,106,0.942261319580078,True,REGULAR,USD,call,2027-01-15
GOOG270115C00080000,2026-01-21 15:51:46+00:00,80.0,253.0,244.2,248.5,0.0,0.0,1.0,12,0.9127205993652343,True,REGULAR,USD,call,2027-01-15
GOOG270115C00085000,2026-01-13 17:32:47+00:00,85.0,258.7,239.5,243.75,0.0,0.0,1.0,117,0.890504024658203,True,REGULAR,USD,call,2027-01-15
GOOG270115C00090000,2026-01-05 15:51:21+00:00,90.0,230.82,235.0,238.9,0.0,0.0,5.0,120,0.8714612463378906,True,REGULAR,USD,call,2027-01-15
GOOG270115C00095000,2025-12-19 20:16:57+00:00,95.0,214.76,233.5,237.5,0.0,0.0,31.0,177,0.9877930908203125,True,REGULAR,USD,call,2027-01-15
GOOG270115C00100000,2026-02-04 16:27:18+00:00,100.0,238.4,225.5,229.35,0.0,0.0,1.0,497,0.8261125787353514,True,REGULAR,USD,call,2027-01-15
GOOG270115C00105000,2026-01-13 19:55:40+00:00,105.0,236.75,220.5,224.75,0.0,0.0,41.0,47,0.8029194512939453,True,REGULAR,USD,call,2027-01-15
GOOG270115C00110000,2026-02-05 20:03:57+00:00,110.0,224.62,216.0,220.0,0.0,0.0,50.0,168,0.7876608148193358,True,REGULAR,USD,call,2027-01-15
GOOG270115C00115000,2026-02-02 16:51:29+00:00,115.0,231.98,211.0,215.25,0.0,0.0,3.0,97,0.7628807891845704,True,REGULAR,USD,call,2027-01-15
GOOG270115C00120000,2026-01-27 14:30:04+00:00,120.0,221.05,206.5,210.35,0.0,0.0,9.0,139,0.7454859436035157,True,REGULAR,USD,call,2027-01-15
GOOG270115C00125000,2026-01-27 14:30:04+00:00,125.0,216.3,201.65,205.6,0.0,0.0,9.0,105,0.7249173016357422,True,REGULAR,USD,call,2027-01-15
GOOG270115C00130000,2026-02-05 16:52:29+00:00,130.0,198.0,197.5,200.9,0.0,0.0,2.0,206,0.7169828106689453,True,REGULAR,USD,call,2027-01-15
GOOG270115C00135000,2026-02-05 15:02:18+00:00,135.0,192.1,192.5,196.2,0.0,0.0,2.0,184,0.6954986505126954,True,REGULAR,USD,call,2027-01-15
GOOG270115C00140000,2026-02-06 19:23:23+00:00,140.0,190.79,187.5,191.7,-5.4100037,-2.7573922,3.0,130,0.6776765631103516,True,REGULAR,USD,call,2027-01-15
GOOG270115C00145000,2026-02-05 15:22:27+00:00,145.0,180.0,183.0,186.9,0.0,0.0,1.0,144,0.6629062030029298,True,REGULAR,USD,call,2027-01-15
GOOG270115C00150000,2026-02-06 19:50:40+00:00,150.0,180.5,178.5,182.25,-2.130005,-1.1662952,6.0,1042,0.6502110174560547,True,REGULAR,USD,call,2027-01-15
GOOG270115C00155000,2026-02-06 20:48:16+00:00,155.0,175.29,174.0,177.6,5.0099945,2.9422097,1.0,312,0.6373937628173829,True,REGULAR,USD,call,2027-01-15
GOOG270115C00160000,2026-02-06 19:25:39+00:00,160.0,172.52,169.0,173.0,-5.580002,-3.1330724,6.0,1063,0.6192665026855471,True,REGULAR,USD,call,2027-01-15
GOOG270115C00165000,2026-02-06 19:14:21+00:00,165.0,167.87,165.0,168.4,-7.0,-4.002974,1.0,387,0.6127358062744142,True,REGULAR,USD,call,2027-01-15
GOOG270115C00170000,2026-02-06 19:06:03+00:00,170.0,163.7,161.0,163.95,-5.600006,-3.3077412,150.0,2773,0.6070901107788086,True,REGULAR,USD,call,2027-01-15
GOOG270115C00175000,2026-02-04 19:51:04+00:00,175.0,168.0,156.45,159.35,0.0,0.0,2.0,725,0.5937540625000001,True,REGULAR,USD,call,2027-01-15
GOOG270115C00180000,2026-02-05 16:22:04+00:00,180.0,151.3,151.9,154.85,0.0,0.0,1.0,760,0.5813640496826171,True,REGULAR,USD,call,2027-01-15
GOOG270115C00185000,2026-02-05 14:54:02+00:00,185.0,148.35,146.5,150.35,0.0,0.0,5.0,905,0.5611005804443359,True,REGULAR,USD,call,2027-01-15
GOOG270115C00190000,2026-02-05 20:46:26+00:00,190.0,151.15,143.0,146.0,0.0,0.0,1.0,871,0.5595136822509765,True,REGULAR,USD,call,2027-01-15
GOOG270115C00195000,2026-02-06 20:18:29+00:00,195.0,138.98,138.65,141.5,4.779999,3.5618472,4.0,1143,0.5485274639892579,True,REGULAR,USD,call,2027-01-15
GOOG270115C00200000,2026-02-06 19:20:06+00:00,200.0,135.9,133.8,136.3,-4.810013,-3.4183872,12.0,7104,0.5276536492919923,True,REGULAR,USD,call,2027-01-15
GOOG270115C00205000,2026-02-06 15:38:20+00:00,205.0,131.25,129.5,132.0,-8.419998,-6.028495,1.0,335,0.5187120883178712,True,REGULAR,USD,call,2027-01-15
GOOG270115C00210000,2026-02-06 20:16:10+00:00,210.0,127.0,125.35,127.75,-5.149994,-3.897082,64.0,1669,0.5109301837158204,True,REGULAR,USD,call,2027-01-15
GOOG270115C00215000,2026-02-05 19:13:16+00:00,215.0,127.94,121.05,123.55,0.0,0.0,8.0,199,0.5020191400146485,True,REGULAR,USD,call,2027-01-15
GOOG270115C00220000,2026-02-06 17:30:43+00:00,220.0,117.87,116.95,119.4,-3.4300003,-2.8277001,5.0,2086,0.5112353564453125,True,REGULAR,USD,call,2027-01-15
GOOG270115C00225000,2026-02-05 17:19:27+00:00,225.0,118.6,112.85,115.35,5.470001,4.835147,1.0,657,0.5036670727539063,True,REGULAR,USD,call,2027-01-15
GOOG270115C00230000,2026-02-06 19:52:07+00:00,230.0,109.8,108.8,111.3,-2.3299942,-2.07794,8.0,1588,0.4956868058776856,True,REGULAR,USD,call,2027-01-15
GOOG270115C00235000,2026-02-04 17:57:08+00:00,235.0,114.2,104.85,107.35,0.0,0.0,4.0,365,0.488561022644043,True,REGULAR,USD,call,2027-01-15
GOOG270115C00240000,2026-02-06 20:26:28+00:00,240.0,101.98,100.9,103.45,-6.2199936,-5.748608,20.0,2360,0.4815725671386719,True,REGULAR,USD,call,2027-01-15
GOOG270115C00245000,2026-02-06 19:44:09+00:00,245.0,98.64,97.15,99.6,4.540001,4.8246555,2.0,310,0.4747061807250976,True,REGULAR,USD,call,2027-01-15
GOOG270115C00250000,2026-02-06 20:25:40+00:00,250.0,94.4,94.0,95.7,-7.5999985,-7.450979,10.0,2596,0.4668632415771484,True,REGULAR,USD,call,2027-01-15
GOOG270115C00255000,2026-02-05 15:58:29+00:00,255.0,86.53,89.8,92.15,0.0,0.0,3.0,247,0.46236194381713874,True,REGULAR,USD,call,2027-01-15
