contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiration
GOOG260306C00210000,2026-01-29 20:55:12+00:00,210.0,130.22,113.65,116.15,0.0,0.0,,30,0.9941406835937501,True,REGULAR,USD,call,2026-03-06
GOOG260306C00230000,2026-01-28 16:49:23+00:00,230.0,104.76,93.1,96.4,0.0,0.0,,1,0.8020039331054687,True,REGULAR,USD,call,2026-03-06
GOOG260306C00235000,2026-01-26 18:18:35+00:00,235.0,101.82,88.35,91.35,0.0,0.0,,25,0.770510107421875,True,REGULAR,USD,call,2026-03-06
GOOG260306C00250000,2026-02-06 15:56:40+00:00,250.0,73.1,74.05,76.7,-22.900002,-23.854168,4.0,4,0.6916534741210938,True,REGULAR,USD,call,2026-03-06
GOOG260306C00260000,2026-02-05 17:06:06+00:00,260.0,64.78,64.25,67.0,0.0,0.0,10.0,8,0.6263465100097658,True,REGULAR,USD,call,2026-03-06
GOOG260306C00265000,2026-02-02 15:28:55+00:00,265.0,80.13,58.55,62.05,0.0,0.0,,2,0.562626444091797,True,REGULAR,USD,call,2026-03-06
GOOG260306C00270000,2026-02-06 17:49:10+00:00,270.0,55.07,54.2,57.05,-9.93,-15.276924,2.0,4,0.5432174584960938,True,REGULAR,USD,call,2026-03-06
GOOG260306C00275000,2026-02-06 20:23:04+00:00,275.0,49.79,49.75,52.4,3.2400017,6.960262,10.0,9,0.5280198565673828,True,REGULAR,USD,call,2026-03-06
GOOG260306C00280000,2026-02-06 20:23:04+00:00,280.0,45.17,44.7,46.6,11.379997,33.678593,14.0,67,0.5127001855468749,True,REGULAR,USD,call,2026-03-06
GOOG260306C00285000,2026-02-04 18:49:20+00:00,285.0,51.98,40.05,41.95,0.0,0.0,3.0,4,0.48541774353027345,True,REGULAR,USD,call,2026-03-06
GOOG260306C00295000,2026-02-06 18:03:10+00:00,295.0,33.5,31.05,33.0,-15.16,-31.154951,4.0,3,0.4376276940917969,True,REGULAR,USD,call,2026-03-06
GOOG260306C00300000,2026-02-06 20:24:42+00:00,300.0,27.6,27.05,28.7,-7.8999996,-22.253521,175.0,53,0.415044912109375,True,REGULAR,USD,call,2026-03-06
GOOG260306C00310000,2026-02-06 20:25:27+00:00,310.0,20.0,20.05,20.2,-7.5,-27.272728,73.0,111,0.359808648071289,True,REGULAR,USD,call,2026-03-06
GOOG260306C00315000,2026-02-06 19:52:07+00:00,315.0,16.5,16.7,16.85,-7.8600006,-32.26601,75.0,102,0.3513248461914062,True,REGULAR,USD,call,2026-03-06
GOOG260306C00320000,2026-02-06 20:51:43+00:00,320.0,14.1,13.75,13.9,-5.8999996,-29.499998,438.0,128,0.3459538061523437,True,REGULAR,USD,call,2026-03-06
GOOG260306C00325000,2026-02-06 20:59:56+00:00,325.0,10.9,11.0,11.1,-5.8500004,-34.925373,338.0,114,0.335944140625,False,REGULAR,USD,call,2026-03-06
GOOG260306C00330000,2026-02-06 20:56:18+00:00,330.0,8.6,8.65,8.75,-6.049999,-41.296925,227.0,293,0.3294134442138671,False,REGULAR,USD,call,2026-03-06
GOOG260306C00335000,2026-02-06 20:59:03+00:00,335.0,6.7,6.7,6.85,-5.37,-44.49047,190.0,492,0.32636171691894533,False,REGULAR,USD,call,2026-03-06
GOOG260306C00340000,2026-02-06 20:58:17+00:00,340.0,5.08,4.95,5.1,-4.74,-48.26884,4814.0,2142,0.31818308776855464,False,REGULAR,USD,call,2026-03-06
GOOG260306C00345000,2026-02-06 20:56:28+00:00,345.0,3.85,3.75,3.85,-3.7200003,-49.14135,215.0,242,0.31653515502929686,False,REGULAR,USD,call,2026-03-06
GOOG260306C00350000,2026-02-06 20:52:43+00:00,350.0,2.87,2.78,2.85,-3.23,-52.950825,310.0,496,0.3147041186523437,False,REGULAR,USD,call,2026-03-06
GOOG260306C00355000,2026-02-06 20:58:44+00:00,355.0,2.08,2.05,2.1,-3.02,-59.21569,220.0,91,0.31445998046874996,False,REGULAR,USD,call,2026-03-06
GOOG260306C00360000,2026-02-06 20:57:01+00:00,360.0,1.55,1.53,1.58,-2.24,-59.102905,256.0,831,0.317389638671875,False,REGULAR,USD,call,2026-03-06
GOOG260306C00365000,2026-02-06 20:56:47+00:00,365.0,1.16,1.12,1.16,-1.6,-57.971012,46.0,394,0.3188544677734374,False,REGULAR,USD,call,2026-03-06
GOOG260306C00370000,2026-02-06 20:53:54+00:00,370.0,0.95,0.84,0.87,-1.05,-52.499996,51.0,225,0.3225165405273437,False,REGULAR,USD,call,2026-03-06
GOOG260306C00375000,2026-02-06 20:54:02+00:00,375.0,0.69,0.61,0.67,-1.23,-64.0625,147.0,464,0.32813171874999997,False,REGULAR,USD,call,2026-03-06
GOOG260306C00380000,2026-02-06 20:36:38+00:00,380.0,0.48,0.47,0.52,-0.89,-64.9635,64.0,779,0.33399103515625,False,REGULAR,USD,call,2026-03-06
GOOG260306C00385000,2026-02-06 20:41:33+00:00,385.0,0.37,0.37,0.41,-0.63,-63.0,11.0,169,0.34058276611328125,False,REGULAR,USD,call,2026-03-06
GOOG260306C00390000,2026-02-06 20:47:16+00:00,390.0,0.29,0.29,0.33,-0.41,-58.571426,39.0,177,0.3481510498046875,False,REGULAR,USD,call,2026-03-06
GOOG260306C00395000,2026-02-06 20:41:13+00:00,395.0,0.24,0.23,0.27,-0.39999998,-62.5,63.0,20,0.35596347167968745,False,REGULAR,USD,call,2026-03-06
GOOG260306C00400000,2026-02-06 20:36:17+00:00,400.0,0.2,0.18,0.22,-0.37,-64.912285,133.0,205,0.3632876171875,False,REGULAR,USD,call,2026-03-06
GOOG260306C00405000,2026-02-05 17:10:31+00:00,405.0,0.26,0.15,0.19,0.0,0.0,23.0,38,0.37305314453125,False,REGULAR,USD,call,2026-03-06
GOOG260306C00410000,2026-02-06 19:23:13+00:00,410.0,0.13,0.12,0.16,-0.20000002,-60.606064,7.0,95,0.3813538427734374,False,REGULAR,USD,call,2026-03-06
GOOG260306C00415000,2026-02-06 19:18:30+00:00,415.0,0.13,0.09,0.13,-0.71,-84.52381,7.0,53,0.38721315917968746,False,REGULAR,USD,call,2026-03-06
GOOG260306C00420000,2026-02-06 19:03:04+00:00,420.0,0.11,0.08,0.11,-0.099999994,-47.619045,12.0,20,0.39453730468750003,False,REGULAR,USD,call,2026-03-06
GOOG260306C00425000,2026-02-05 14:37:58+00:00,425.0,0.08,0.06,0.1,0.0,0.0,1.0,12,0.405279384765625,False,REGULAR,USD,call,2026-03-06
GOOG260306C00435000,2026-02-04 20:52:13+00:00,435.0,0.44,0.04,0.08,0.0,0.0,1.0,2,0.42383388671875,False,REGULAR,USD,call,2026-03-06
GOOG260306C00440000,2026-02-04 20:18:27+00:00,440.0,0.34,0.03,0.07,0.0,0.0,1.0,2,0.43164630859375,False,REGULAR,USD,call,2026-03-06
GOOG260306C00450000,2026-02-05 20:48:32+00:00,450.0,0.07,0.02,0.06,0.0,0.0,1.0,7,0.45117736328125,False,REGULAR,USD,call,2026-03-06
GOOG260306P00170000,2026-02-06 18:48:14+00:00,170.0,0.05,0.01,0.68,-0.009999998,-16.666664,53.0,116,1.0595750146484377,False,REGULAR,USD,put,2026-03-06
GOOG260306P00175000,2026-02-06 17:39:25+00:00,175.0,0.12,0.02,0.07,0.019999996,19.999996,1.0,53,0.8007832421875,False,REGULAR,USD,put,2026-03-06
GOOG260306P00185000,2026-02-06 17:36:51+00:00,185.0,0.05,0.04,0.08,-0.02,-28.571426,3.0,75,0.7539087109375,False,REGULAR,USD,put,2026-03-06
GOOG260306P00190000,2026-02-03 15:13:03+00:00,190.0,0.06,0.05,0.09,0.0,0.0,3.0,4,0.7324245507812499,False,REGULAR,USD,put,2026-03-06
GOOG260306P00195000,2026-01-30 20:07:24+00:00,195.0,0.1,0.06,0.1,0.0,0.0,,3,0.710940390625,False,REGULAR,USD,put,2026-03-06
GOOG260306P00200000,2026-02-06 17:37:52+00:00,200.0,0.08,0.08,0.12,-0.04,-33.333336,2.0,10,0.6953155468750001,False,REGULAR,USD,put,2026-03-06
GOOG260306P00220000,2026-02-06 16:21:15+00:00,220.0,0.15,0.16,0.2,-0.06999999,-31.818178,5.0,42,0.6113320117187502,False,REGULAR,USD,put,2026-03-06
GOOG260306P00225000,2026-02-05 19:33:04+00:00,225.0,0.22,0.19,0.23,0.0,0.0,181.0,182,0.5918009570312501,False,REGULAR,USD,put,2026-03-06
GOOG260306P00230000,2026-02-06 19:35:10+00:00,230.0,0.22,0.23,0.26,-0.030000001,-12.0,1.0,12,0.5717816259765626,False,REGULAR,USD,put,2026-03-06
GOOG260306P00240000,2026-02-05 18:20:16+00:00,240.0,0.43,0.32,0.36,0.0,0.0,16.0,28,0.534184345703125,False,REGULAR,USD,put,2026-03-06
GOOG260306P00245000,2026-02-06 17:37:52+00:00,245.0,0.34,0.38,0.42,-0.09,-20.930233,3.0,75,0.5151415673828125,False,REGULAR,USD,put,2026-03-06
GOOG260306P00250000,2026-02-06 15:22:00+00:00,250.0,0.48,0.45,0.48,-0.030000001,-5.8823533,5.0,16,0.49805189453125004,False,REGULAR,USD,put,2026-03-06
GOOG260306P00255000,2026-02-06 20:49:01+00:00,255.0,0.56,0.53,0.57,-0.31,-35.632183,51.0,391,0.4797415307617187,False,REGULAR,USD,put,2026-03-06
GOOG260306P00260000,2026-02-06 19:55:39+00:00,260.0,0.64,0.63,0.67,-0.40999997,-39.047615,17.0,27,0.4606987524414063,False,REGULAR,USD,put,2026-03-06
GOOG260306P00265000,2026-02-06 16:07:25+00:00,265.0,0.74,0.75,0.79,-0.03999996,-5.1282005,105.0,440,0.4414118359375,False,REGULAR,USD,put,2026-03-06
GOOG260306P00270000,2026-02-06 19:54:24+00:00,270.0,0.92,0.91,0.95,-0.089999974,-8.910889,128.0,118,0.42407802490234375,False,REGULAR,USD,put,2026-03-06
GOOG260306P00275000,2026-02-06 20:35:07+00:00,275.0,1.17,1.13,1.19,-0.07000005,-5.6451654,82.0,172,0.4101621484375,False,REGULAR,USD,put,2026-03-06
GOOG260306P00280000,2026-02-06 20:49:02+00:00,280.0,1.45,1.37,1.42,0.0,0.0,223.0,143,0.39148557739257805,False,REGULAR,USD,put,2026-03-06
GOOG260306P00285000,2026-02-06 20:45:57+00:00,285.0,1.78,1.73,1.79,0.18999994,11.949681,68.0,106,0.3781800463867187,False,REGULAR,USD,put,2026-03-06
GOOG260306P00290000,2026-02-06 20:59:42+00:00,290.0,2.24,2.2,2.25,0.13000011,6.1611433,447.0,264,0.36475244628906256,False,REGULAR,USD,put,2026-03-06
GOOG260306P00295000,2026-02-06 20:59:42+00:00,295.0,2.82,2.81,2.87,0.049999952,1.8050525,110.0,198,0.35333898620605464,False,REGULAR,USD,put,2026-03-06
GOOG260306P00300000,2026-02-06 20:59:57+00:00,300.0,3.65,3.5,3.65,0.31000018,9.281443,377.0,469,0.34204759521484374,False,REGULAR,USD,put,2026-03-06
GOOG260306P00305000,2026-02-06 20:58:31+00:00,305.0,4.57,4.5,4.6,0.32000017,7.529416,76.0,346,0.3300237896728515,False,REGULAR,USD,put,2026-03-06
