contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiration
GOOG281215C00160000,2026-02-06 18:40:26+00:00,160.0,192.0,186.0,190.5,-6.5,-3.2745593,45,45,0.5435226312255861,True,REGULAR,USD,call,2028-12-15
GOOG281215C00165000,2026-02-04 14:30:39+00:00,165.0,203.22,182.5,187.0,0.0,0.0,1,102,0.5394943511962893,True,REGULAR,USD,call,2028-12-15
GOOG281215C00170000,2026-02-06 20:23:10+00:00,170.0,181.0,178.5,183.5,-9.839996,-5.15615,1,34,0.5329178788757323,True,REGULAR,USD,call,2028-12-15
GOOG281215C00175000,2026-02-06 18:16:56+00:00,175.0,179.5,175.0,180.0,9.350006,5.4951553,1,22,0.5284318397521974,True,REGULAR,USD,call,2028-12-15
GOOG281215C00180000,2026-02-04 15:47:36+00:00,180.0,185.42,171.5,176.05,0.0,0.0,1,81,0.5218401087951661,True,REGULAR,USD,call,2028-12-15
GOOG281215C00185000,2026-01-29 16:28:05+00:00,185.0,176.77,168.0,172.5,0.0,0.0,1,43,0.5168047587585449,True,REGULAR,USD,call,2028-12-15
GOOG281215C00190000,2026-02-04 20:43:52+00:00,190.0,177.0,164.5,169.0,0.0,0.0,23,63,0.5117999259948729,True,REGULAR,USD,call,2028-12-15
GOOG281215C00195000,2026-02-06 20:27:20+00:00,195.0,163.0,161.0,166.0,-7.399994,-4.3427196,1,31,0.5085650950622558,True,REGULAR,USD,call,2028-12-15
GOOG281215C00200000,2026-02-06 20:51:19+00:00,200.0,162.0,158.0,162.5,-3.0,-1.8181818,4,220,0.5050708673095703,True,REGULAR,USD,call,2028-12-15
GOOG281215C00210000,2026-02-04 18:31:10+00:00,210.0,163.26,151.0,156.0,0.0,0.0,10,45,0.5133715655517577,True,REGULAR,USD,call,2028-12-15
