contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiration
GOOG260717C00170000,2026-01-20 14:30:06+00:00,170.0,157.5,155.85,159.1,0.0,0.0,1.0,2,0.712039012451172,True,REGULAR,USD,call,2026-07-17
GOOG260717C00180000,2026-02-02 16:05:12+00:00,180.0,165.65,146.75,149.05,0.0,0.0,,3,0.6752351812744142,True,REGULAR,USD,call,2026-07-17
GOOG260717C00185000,2026-01-15 14:38:19+00:00,185.0,144.6,141.5,144.25,-10.439987,-6.733738,4.0,30,0.6483189465332031,True,REGULAR,USD,call,2026-07-17
GOOG260717C00190000,2026-01-12 20:34:09+00:00,190.0,146.53,137.25,139.35,0.0,0.0,,52,0.6378210046386719,True,REGULAR,USD,call,2026-07-17
GOOG260717C00195000,2026-01-12 18:07:28+00:00,195.0,140.94,132.5,135.1,0.0,0.0,,21,0.6289709954833984,True,REGULAR,USD,call,2026-07-17
GOOG260717C00200000,2026-02-06 16:29:36+00:00,200.0,127.0,127.4,129.8,-5.149994,-3.897082,7.0,11,0.5977213079833985,True,REGULAR,USD,call,2026-07-17
GOOG260717C00205000,2026-02-06 15:55:05+00:00,205.0,122.3,122.65,125.7,10.770004,9.656598,2.0,1,0.5905802661132813,True,REGULAR,USD,call,2026-07-17
GOOG260717C00210000,2026-02-06 20:58:26+00:00,210.0,119.44,117.85,120.75,-6.5599976,-5.2063475,5.0,6,0.5698285205078125,True,REGULAR,USD,call,2026-07-17
GOOG260717C00215000,2026-02-04 16:02:34+00:00,215.0,125.55,113.35,116.1,0.0,0.0,6.0,99,0.5574079904174806,True,REGULAR,USD,call,2026-07-17
GOOG260717C00220000,2026-02-05 15:16:07+00:00,220.0,105.93,108.6,111.4,0.0,0.0,4.0,40,0.5406540075683595,True,REGULAR,USD,call,2026-07-17
GOOG260717C00225000,2026-02-02 16:21:09+00:00,225.0,122.5,104.4,106.25,0.0,0.0,,33,0.5250901983642577,True,REGULAR,USD,call,2026-07-17
GOOG260717C00230000,2026-02-05 16:56:49+00:00,230.0,100.63,99.9,101.75,0.0,0.0,1.0,3,0.5133105310058592,True,REGULAR,USD,call,2026-07-17
GOOG260717C00235000,2026-02-06 19:13:05+00:00,235.0,98.2,95.45,97.3,7.0499954,7.7344985,22.0,19,0.5021106918334962,True,REGULAR,USD,call,2026-07-17
GOOG260717C00240000,2026-02-06 20:56:18+00:00,240.0,92.15,91.6,92.9,0.27999878,0.30477715,4.0,8,0.5102588037109376,True,REGULAR,USD,call,2026-07-17
GOOG260717C00245000,2026-01-15 15:00:23+00:00,245.0,98.95,86.75,88.6,0.0,0.0,,4,0.4998218963623047,True,REGULAR,USD,call,2026-07-17
GOOG260717C00250000,2026-02-06 19:58:46+00:00,250.0,82.34,82.5,84.35,-20.18,-19.683964,7.0,124,0.4895986099243165,True,REGULAR,USD,call,2026-07-17
GOOG260717C00255000,2026-02-06 14:54:32+00:00,255.0,80.3,78.35,80.15,-9.449997,-10.529244,9.0,9,0.47949739257812496,True,REGULAR,USD,call,2026-07-17
GOOG260717C00260000,2026-02-03 16:04:44+00:00,260.0,95.22,74.25,76.05,0.0,0.0,4.0,35,0.47031169342041024,True,REGULAR,USD,call,2026-07-17
GOOG260717C00265000,2026-02-06 14:55:04+00:00,265.0,72.1,70.25,72.0,-1.4500046,-1.9714541,1.0,41,0.46106495971679695,True,REGULAR,USD,call,2026-07-17
GOOG260717C00270000,2026-02-05 15:11:46+00:00,270.0,63.68,66.9,68.05,0.0,0.0,5.0,52,0.4524590887451172,True,REGULAR,USD,call,2026-07-17
GOOG260717C00275000,2026-02-06 15:46:40+00:00,275.0,63.3,62.55,64.2,-7.799999,-10.970464,6.0,26,0.44443304595947264,True,REGULAR,USD,call,2026-07-17
GOOG260717C00280000,2026-02-06 20:32:28+00:00,280.0,59.58,58.85,60.45,1.3300018,2.2832649,7.0,33,0.4368037277221679,True,REGULAR,USD,call,2026-07-17
GOOG260717C00285000,2026-02-06 16:01:55+00:00,285.0,53.85,55.25,56.8,-8.550003,-13.701927,14.0,38,0.4295406167602539,True,REGULAR,USD,call,2026-07-17
GOOG260717C00290000,2026-02-05 18:13:14+00:00,290.0,54.2,51.7,53.3,0.0,0.0,9.0,21,0.42319302398681635,True,REGULAR,USD,call,2026-07-17
GOOG260717C00295000,2026-02-05 15:57:46+00:00,295.0,45.14,48.3,49.85,0.0,0.0,5.0,27,0.4163266375732422,True,REGULAR,USD,call,2026-07-17
GOOG260717C00300000,2026-02-06 19:43:20+00:00,300.0,46.39,45.05,46.55,-5.59,-10.754137,25.0,81,0.4102079243469238,True,REGULAR,USD,call,2026-07-17
GOOG260717C00305000,2026-02-05 18:37:31+00:00,305.0,44.73,41.7,43.35,0.0,0.0,58.0,90,0.4041349870300293,True,REGULAR,USD,call,2026-07-17
