contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiration
AAPL270617C00005000,2026-02-02 16:03:07+00:00,5.0,257.95,272.25,276.15,0.0,0.0,,40,2.063481403808593,True,REGULAR,USD,call,2027-06-17
AAPL270617C00015000,2026-01-14 14:30:08+00:00,15.0,244.87,262.35,266.25,0.0,0.0,1.0,1,1.3837921435546874,True,REGULAR,USD,call,2027-06-17
AAPL270617C00050000,2026-01-26 18:11:36+00:00,50.0,206.11,229.05,232.95,0.0,0.0,1.0,10,0.9332282067871094,True,REGULAR,USD,call,2027-06-17
AAPL270617C00055000,2026-02-02 14:53:46+00:00,55.0,210.45,224.2,228.15,0.0,0.0,1.0,74,0.8928233374023438,True,REGULAR,USD,call,2027-06-17
AAPL270617C00060000,2026-01-26 18:52:25+00:00,60.0,198.5,219.55,223.5,0.0,0.0,12.0,16,0.8665784826660157,True,REGULAR,USD,call,2027-06-17
AAPL270617C00065000,2026-01-28 17:09:24+00:00,65.0,192.9,214.75,218.65,0.0,0.0,1.0,5,0.8319108605957031,True,REGULAR,USD,call,2027-06-17
AAPL270617C00070000,2026-01-15 16:36:49+00:00,70.0,192.88,210.15,213.95,0.0,0.0,4.0,5,0.8085956640624999,True,REGULAR,USD,call,2027-06-17
AAPL270617C00075000,2026-01-22 20:24:47+00:00,75.0,177.18,205.35,209.2,0.0,0.0,1.0,43,0.7803977038574219,True,REGULAR,USD,call,2027-06-17
AAPL270617C00080000,2026-02-02 15:10:56+00:00,80.0,187.75,200.75,204.35,0.0,0.0,1.0,234,0.755983885498047,True,REGULAR,USD,call,2027-06-17
AAPL270617C00085000,2026-02-02 20:49:08+00:00,85.0,188.5,196.05,199.55,0.0,0.0,1.0,99,0.7316921362304687,True,REGULAR,USD,call,2027-06-17
AAPL270617C00090000,2025-07-30 17:14:51+00:00,90.0,124.8,169.05,172.75,0.0,0.0,3.0,15,1.0000000000000003e-05,True,REGULAR,USD,call,2027-06-17
AAPL270617C00095000,2025-09-22 18:01:52+00:00,95.0,165.15,181.1,184.9,0.0,0.0,1.0,40,0.5367477966308594,True,REGULAR,USD,call,2027-06-17
AAPL270617C00100000,2026-02-04 17:57:49+00:00,100.0,179.35,182.1,185.55,0.0,0.0,2.0,161,0.6740144903564456,True,REGULAR,USD,call,2027-06-17
AAPL270617C00105000,2026-02-04 20:26:55+00:00,105.0,178.0,177.45,180.9,0.0,0.0,2.0,36,0.6560703338623048,True,REGULAR,USD,call,2027-06-17
AAPL270617C00110000,2026-02-02 15:03:51+00:00,110.0,159.4,172.8,176.25,0.0,0.0,5.0,31,0.6384923846435546,True,REGULAR,USD,call,2027-06-17
AAPL270617C00115000,2026-01-14 15:41:07+00:00,115.0,151.03,168.2,171.6,0.0,0.0,28.0,215,0.6220130572509766,True,REGULAR,USD,call,2027-06-17
AAPL270617C00120000,2026-02-06 15:47:48+00:00,120.0,165.69,163.6,166.85,3.6399994,2.2462199,11.0,85,0.6044961425781252,True,REGULAR,USD,call,2027-06-17
AAPL270617C00125000,2026-01-30 14:33:03+00:00,125.0,135.0,159.0,162.4,0.0,0.0,2.0,152,0.5910075079345705,True,REGULAR,USD,call,2027-06-17
AAPL270617C00130000,2026-02-04 14:42:48+00:00,130.0,153.41,154.4,157.8,0.0,0.0,1.0,316,0.5758404232788085,True,REGULAR,USD,call,2027-06-17
AAPL270617C00135000,2026-01-28 19:52:33+00:00,135.0,129.05,150.1,153.2,0.0,0.0,5.0,122,0.5640607559204102,True,REGULAR,USD,call,2027-06-17
AAPL270617C00140000,2026-02-05 19:52:30+00:00,140.0,144.0,145.6,148.75,0.0,0.0,1.0,267,0.5516097085571289,True,REGULAR,USD,call,2027-06-17
AAPL270617C00145000,2026-01-28 19:56:45+00:00,145.0,120.55,141.05,144.2,0.0,0.0,5.0,153,0.5376633148193359,True,REGULAR,USD,call,2027-06-17
AAPL270617C00150000,2026-02-04 17:51:30+00:00,150.0,133.15,136.5,138.25,0.0,0.0,1.0,334,0.5107775973510743,True,REGULAR,USD,call,2027-06-17
AAPL270617C00155000,2026-02-04 14:43:37+00:00,155.0,131.63,133.45,133.7,0.0,0.0,13.0,152,0.5108996664428712,True,REGULAR,USD,call,2027-06-17
AAPL270617C00160000,2026-02-02 14:51:30+00:00,160.0,114.45,129.0,129.3,0.0,0.0,8.0,322,0.5017444845581055,True,REGULAR,USD,call,2027-06-17
AAPL270617C00165000,2026-02-03 16:16:55+00:00,165.0,116.61,124.65,124.9,0.0,0.0,1.0,161,0.49026998992919923,True,REGULAR,USD,call,2027-06-17
AAPL270617C00170000,2026-02-05 15:02:37+00:00,170.0,116.15,120.3,120.55,0.0,0.0,1.0,262,0.47946687530517573,True,REGULAR,USD,call,2027-06-17
AAPL270617C00175000,2026-02-04 16:04:18+00:00,175.0,113.71,115.95,116.2,0.0,0.0,13.0,363,0.4684806570434571,True,REGULAR,USD,call,2027-06-17
AAPL270617C00180000,2026-02-03 18:14:49+00:00,180.0,102.88,111.75,112.0,0.0,0.0,2.0,952,0.45941702697753906,True,REGULAR,USD,call,2027-06-17
AAPL270617C00185000,2026-02-03 20:16:04+00:00,185.0,99.0,107.6,107.85,0.0,0.0,5.0,139,0.4506890869140625,True,REGULAR,USD,call,2027-06-17
AAPL270617C00190000,2026-02-06 15:40:33+00:00,190.0,103.85,103.35,103.6,3.2799988,3.2614088,1.0,666,0.4403742486572265,True,REGULAR,USD,call,2027-06-17
AAPL270617C00195000,2026-02-05 17:23:30+00:00,195.0,94.7,99.3,99.6,0.0,0.0,18.0,347,0.43291277542114254,True,REGULAR,USD,call,2027-06-17
AAPL270617C00200000,2026-02-06 15:00:19+00:00,200.0,95.25,95.2,95.45,1.5199966,1.6216756,5.0,7274,0.4232540585327148,True,REGULAR,USD,call,2027-06-17
AAPL270617C00210000,2026-02-06 16:29:25+00:00,210.0,87.25,87.35,87.5,3.4000015,4.0548615,3.0,3520,0.4069578347778321,True,REGULAR,USD,call,2027-06-17
AAPL270617C00220000,2026-02-06 15:52:18+00:00,220.0,79.66,79.7,79.95,3.5100021,4.6093264,12.0,3960,0.3932860964965821,True,REGULAR,USD,call,2027-06-17
AAPL270617C00230000,2026-02-06 16:11:50+00:00,230.0,72.0,72.3,72.55,2.0,2.857143,7.0,3500,0.3791871163940429,True,REGULAR,USD,call,2027-06-17
AAPL270617C00240000,2026-02-06 15:17:52+00:00,240.0,64.9,65.25,65.5,1.2200012,1.9158311,12.0,1406,0.36643089630126957,True,REGULAR,USD,call,2027-06-17
AAPL270617C00250000,2026-02-06 16:42:08+00:00,250.0,58.72,58.65,58.9,1.7800026,3.1261022,15.0,2659,0.3555362298583984,True,REGULAR,USD,call,2027-06-17
AAPL270617C00260000,2026-02-06 16:14:40+00:00,260.0,52.06,52.25,52.45,0.9900017,1.9385191,186.0,5668,0.34361923477172845,True,REGULAR,USD,call,2027-06-17
AAPL270617C00270000,2026-02-06 16:40:27+00:00,270.0,46.6,46.4,46.6,1.3999977,3.09734,11.0,3797,0.3342809492492676,True,REGULAR,USD,call,2027-06-17
AAPL270617C00280000,2026-02-06 15:42:32+00:00,280.0,41.1,40.8,41.0,1.3599968,3.4222364,95.0,8147,0.3244238700866699,False,REGULAR,USD,call,2027-06-17
AAPL270617C00290000,2026-02-06 15:26:53+00:00,290.0,36.05,35.75,35.95,0.88000107,2.5021358,15.0,2596,0.31629101684570304,False,REGULAR,USD,call,2027-06-17
AAPL270617C00300000,2026-02-06 17:07:57+00:00,300.0,31.13,31.05,31.25,1.2299995,4.113711,148.0,4979,0.30823445678710937,False,REGULAR,USD,call,2027-06-17
AAPL270617C00310000,2026-02-06 17:09:12+00:00,310.0,27.0,26.95,27.05,0.5,1.8867924,44.0,1584,0.3013680703735352,False,REGULAR,USD,call,2027-06-17
AAPL270617C00320000,2026-02-06 16:23:42+00:00,320.0,23.15,23.15,23.3,0.79999924,3.5794148,81.0,3091,0.29529513305664057,False,REGULAR,USD,call,2027-06-17
AAPL270617C00330000,2026-02-06 17:09:05+00:00,330.0,19.9,19.9,20.0,0.75,3.9577835,36.0,3041,0.290122455291748,False,REGULAR,USD,call,2027-06-17
AAPL270617C00340000,2026-02-06 17:08:42+00:00,340.0,17.02,16.9,17.1,0.5799999,3.5279799,11.0,1980,0.2855753816223144,False,REGULAR,USD,call,2027-06-17
AAPL270617C00350000,2026-02-06 17:08:12+00:00,350.0,14.45,14.4,14.5,0.6499996,4.710142,34.0,3150,0.280982532043457,False,REGULAR,USD,call,2027-06-17
AAPL270617C00360000,2026-02-06 16:20:10+00:00,360.0,12.3,12.15,12.35,0.6000004,5.1282086,17.0,471,0.2779002874755859,False,REGULAR,USD,call,2027-06-17
AAPL270617C00370000,2026-02-06 16:07:03+00:00,370.0,10.36,10.3,10.5,0.35999966,3.5999966,28.0,320,0.2752758020019531,False,REGULAR,USD,call,2027-06-17
AAPL270617C00380000,2026-02-05 20:21:08+00:00,380.0,8.75,8.65,8.85,0.3000002,3.5502982,2.0,310,0.27236140243530266,False,REGULAR,USD,call,2027-06-17
AAPL270617C00390000,2026-02-04 16:23:13+00:00,390.0,7.25,7.3,7.45,0.0,0.0,2.0,331,0.26987424468994137,False,REGULAR,USD,call,2027-06-17
AAPL270617C00400000,2026-02-06 16:45:23+00:00,400.0,6.2,6.15,6.3,0.1699996,2.8192303,34.0,1099,0.2682263119506836,False,REGULAR,USD,call,2027-06-17
AAPL270617C00410000,2026-02-02 14:40:21+00:00,410.0,3.2,5.2,5.35,0.0,0.0,1.0,302,0.2671887246704102,False,REGULAR,USD,call,2027-06-17
AAPL270617C00420000,2026-02-05 16:43:40+00:00,420.0,4.12,4.4,4.55,0.0,0.0,4.0,362,0.2664563101196289,False,REGULAR,USD,call,2027-06-17
AAPL270617C00430000,2026-02-06 15:44:15+00:00,430.0,3.8,3.7,3.85,0.75,24.590164,1.0,552,0.2655407919311523,False,REGULAR,USD,call,2027-06-17
AAPL270617C00440000,2026-02-04 18:43:15+00:00,440.0,3.11,3.15,3.3,0.0,0.0,4.0,305,0.26557130920410155,False,REGULAR,USD,call,2027-06-17
AAPL270617C00450000,2026-02-05 20:07:28+00:00,450.0,2.78,2.7,2.79,0.07999992,2.96296,17.0,1516,0.2648083773803711,False,REGULAR,USD,call,2027-06-17
AAPL270617C00460000,2026-02-04 17:35:01+00:00,460.0,2.26,2.31,2.41,0.0,0.0,17.0,224,0.2653576882934571,False,REGULAR,USD,call,2027-06-17
AAPL270617C00470000,2026-02-02 20:47:13+00:00,470.0,1.6,1.98,2.08,0.0,0.0,1.0,54,0.26581544738769536,False,REGULAR,USD,call,2027-06-17
AAPL270617C00480000,2026-02-05 14:34:20+00:00,480.0,1.75,1.71,1.81,0.0,0.0,4.0,98,0.2666699310302735,False,REGULAR,USD,call,2027-06-17
AAPL270617C00490000,2026-02-04 18:42:25+00:00,490.0,1.55,1.51,1.57,0.0,0.0,1.0,27,0.26734131103515624,False,REGULAR,USD,call,2027-06-17
AAPL270617C00500000,2026-02-06 16:15:54+00:00,500.0,1.3,1.29,1.38,-0.05000007,-3.703709,1.0,234,0.26856200195312496,False,REGULAR,USD,call,2027-06-17
AAPL270617C00510000,2026-02-02 16:38:46+00:00,510.0,0.86,1.14,1.21,0.0,0.0,3.0,20,0.26959958923339844,False,REGULAR,USD,call,2027-06-17
AAPL270617C00520000,2026-02-04 18:57:04+00:00,520.0,1.02,0.99,1.07,0.0,0.0,14.0,89,0.2708813146972656,False,REGULAR,USD,call,2027-06-17
AAPL270617C00530000,2026-02-06 14:36:06+00:00,530.0,0.89,0.87,0.95,0.26,41.26984,1.0,149,0.27234614379882804,False,REGULAR,USD,call,2027-06-17
AAPL270617C00540000,2026-01-28 14:30:03+00:00,540.0,0.71,0.77,0.85,0.0,0.0,1.0,38,0.2739330419921875,False,REGULAR,USD,call,2027-06-17
AAPL270617C00550000,2026-02-06 16:32:01+00:00,550.0,0.71,0.68,0.73,-0.01000005,-1.3888958,10.0,237,0.2738109729003906,False,REGULAR,USD,call,2027-06-17
AAPL270617P00005000,2025-12-09 17:00:55+00:00,5.0,0.01,0.0,0.04,0.0,0.0,1.0,0,1.171879140625,False,REGULAR,USD,put,2027-06-17
AAPL270617P00010000,2025-11-11 15:07:56+00:00,10.0,0.01,0.0,0.03,0.0,0.0,5.0,7,0.929688203125,False,REGULAR,USD,put,2027-06-17
AAPL270617P00015000,2026-02-05 19:09:34+00:00,15.0,0.05,0.0,0.05,0.0,0.0,1.0,2,0.8437515624999999,False,REGULAR,USD,put,2027-06-17
AAPL270617P00020000,2025-11-06 16:40:55+00:00,20.0,0.04,0.0,0.05,0.0,0.0,,1,0.7578149218750001,False,REGULAR,USD,put,2027-06-17
AAPL270617P00025000,2025-11-24 16:29:19+00:00,25.0,0.06,0.0,0.06,0.0,0.0,,40,0.70312796875,False,REGULAR,USD,put,2027-06-17
AAPL270617P00030000,2025-12-16 20:02:51+00:00,30.0,0.08,0.0,0.07,0.0,0.0,1.0,37,0.6562534375000001,False,REGULAR,USD,put,2027-06-17
AAPL270617P00035000,2025-11-24 16:29:19+00:00,35.0,0.11,0.01,0.1,0.0,0.0,,106,0.6367223828125,False,REGULAR,USD,put,2027-06-17
AAPL270617P00045000,2026-01-07 14:46:33+00:00,45.0,0.07,0.04,0.11,0.0,0.0,,135,0.577152666015625,False,REGULAR,USD,put,2027-06-17
AAPL270617P00050000,2026-02-05 16:50:53+00:00,50.0,0.12,0.07,0.14,0.0,0.0,1.0,708,0.5634809277343751,False,REGULAR,USD,put,2027-06-17
AAPL270617P00055000,2025-12-24 14:40:35+00:00,55.0,0.15,0.1,0.19,0.0,0.0,1.0,18,0.551762294921875,False,REGULAR,USD,put,2027-06-17
AAPL270617P00060000,2026-01-08 17:09:47+00:00,60.0,0.21,0.13,0.2,0.0,0.0,1.0,64,0.5302781347656251,False,REGULAR,USD,put,2027-06-17
AAPL270617P00065000,2026-01-28 19:16:33+00:00,65.0,0.19,0.16,0.24,0.0,0.0,1.0,28,0.5151415673828125,False,REGULAR,USD,put,2027-06-17
AAPL270617P00070000,2026-02-06 14:30:03+00:00,70.0,0.3,0.21,0.28,0.04000002,15.384624,10.0,24,0.5019581054687501,False,REGULAR,USD,put,2027-06-17
AAPL270617P00075000,2026-01-27 20:43:43+00:00,75.0,0.33,0.26,0.33,0.0,0.0,4.0,530,0.49658706542968756,False,REGULAR,USD,put,2027-06-17
AAPL270617P00080000,2026-01-29 17:37:48+00:00,80.0,0.4,0.31,0.38,0.0,0.0,1.0,153,0.4819387744140625,False,REGULAR,USD,put,2027-06-17
AAPL270617P00085000,2026-01-27 20:20:47+00:00,85.0,0.48,0.37,0.44,0.0,0.0,4.0,67,0.46924358886718753,False,REGULAR,USD,put,2027-06-17
AAPL270617P00090000,2026-02-05 20:18:40+00:00,90.0,0.5,0.45,0.52,0.0,0.0,1.0,55,0.4587456469726563,False,REGULAR,USD,put,2027-06-17
AAPL270617P00095000,2026-01-27 19:29:14+00:00,95.0,0.67,0.53,0.6,0.0,0.0,9.0,160,0.44751529052734373,False,REGULAR,USD,put,2027-06-17
AAPL270617P00100000,2026-02-06 15:19:46+00:00,100.0,0.67,0.62,0.68,0.00999999,1.51515,3.0,1292,0.43579665771484377,False,REGULAR,USD,put,2027-06-17
AAPL270617P00105000,2026-01-27 18:56:59+00:00,105.0,0.9,0.72,0.79,0.0,0.0,2.0,432,0.42664147583007817,False,REGULAR,USD,put,2027-06-17
AAPL270617P00110000,2026-02-05 16:29:44+00:00,110.0,0.95,0.84,0.91,0.0,0.0,1.0,80,0.41748629394531245,False,REGULAR,USD,put,2027-06-17
AAPL270617P00115000,2026-02-03 17:11:02+00:00,115.0,1.05,0.97,1.04,0.0,0.0,10.0,48,0.40845318115234375,False,REGULAR,USD,put,2027-06-17
AAPL270617P00120000,2026-02-05 15:07:26+00:00,120.0,1.24,1.12,1.19,0.0,0.0,1.0,455,0.40015248291015626,False,REGULAR,USD,put,2027-06-17
AAPL270617P00125000,2026-02-05 16:46:39+00:00,125.0,1.44,1.28,1.34,0.0,0.0,1.0,595,0.39111937011718745,False,REGULAR,USD,put,2027-06-17
AAPL270617P00130000,2026-02-05 15:16:59+00:00,130.0,1.63,1.46,1.54,0.0,0.0,1.0,404,0.3841614318847656,False,REGULAR,USD,put,2027-06-17
AAPL270617P00135000,2026-01-28 20:41:00+00:00,135.0,2.11,1.66,1.74,0.0,0.0,1.0,468,0.3763490100097656,False,REGULAR,USD,put,2027-06-17
AAPL270617P00140000,2026-01-30 16:59:50+00:00,140.0,2.37,1.89,1.97,0.0,0.0,15.0,170,0.36914693359375,False,REGULAR,USD,put,2027-06-17
AAPL270617P00145000,2026-02-02 14:31:23+00:00,145.0,2.5,2.13,2.23,0.0,0.0,56.0,253,0.3624331335449219,False,REGULAR,USD,put,2027-06-17
AAPL270617P00150000,2026-02-03 15:07:35+00:00,150.0,2.55,2.42,2.5,0.0,0.0,15.0,3083,0.3552920916748046,False,REGULAR,USD,put,2027-06-17
AAPL270617P00155000,2026-01-22 15:34:00+00:00,155.0,3.7,2.73,2.82,0.0,0.0,7.0,158,0.3490055334472656,False,REGULAR,USD,put,2027-06-17
