contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiration
AAPL260213C00140000,2026-02-04 15:02:55+00:00,140.0,136.17,137.3,140.95,0.0,0.0,1.0,1.0,2.5332067919921872,True,REGULAR,USD,call,2026-02-13
AAPL260213C00150000,2026-01-30 20:30:54+00:00,150.0,110.0,127.45,130.9,0.0,0.0,,,2.328129179687499,True,REGULAR,USD,call,2026-02-13
AAPL260213C00160000,2026-02-03 17:17:22+00:00,160.0,109.18,117.35,121.1,0.0,0.0,4.0,4.0,2.1333054479980467,True,REGULAR,USD,call,2026-02-13
AAPL260213C00185000,2026-02-06 15:42:00+00:00,185.0,94.32,92.45,95.9,20.169998,27.201614,5.0,6.0,1.628419826660156,True,REGULAR,USD,call,2026-02-13
AAPL260213C00190000,2026-01-30 19:00:02+00:00,190.0,67.58,87.5,90.9,0.0,0.0,10.0,9.0,1.5454124291992186,True,REGULAR,USD,call,2026-02-13
AAPL260213C00200000,2026-02-05 19:30:12+00:00,200.0,77.35,78.5,80.9,0.0,0.0,1.0,51.0,1.4912134814453122,True,REGULAR,USD,call,2026-02-13
AAPL260213C00205000,2026-02-05 19:30:36+00:00,205.0,72.0,72.8,75.9,0.0,0.0,1.0,6.0,1.3217807348632813,True,REGULAR,USD,call,2026-02-13
AAPL260213C00210000,2026-02-05 19:34:29+00:00,210.0,66.5,67.85,70.25,0.0,0.0,2.0,38.0,1.162113564453125,True,REGULAR,USD,call,2026-02-13
AAPL260213C00215000,2026-02-05 19:01:21+00:00,215.0,59.68,63.3,65.0,0.0,0.0,35.0,46.0,1.105961501464844,True,REGULAR,USD,call,2026-02-13
AAPL260213C00220000,2026-02-06 16:15:53+00:00,220.0,59.07,58.45,60.2,1.7799988,3.1069973,43.0,220.0,1.0634812451171878,True,REGULAR,USD,call,2026-02-13
AAPL260213C00225000,2026-02-06 16:43:12+00:00,225.0,54.45,52.8,55.0,2.9000015,5.6256094,11.0,100.0,0.8881847119140623,True,REGULAR,USD,call,2026-02-13
AAPL260213C00227500,2026-02-02 20:04:50+00:00,227.5,41.1,50.8,52.6,0.0,0.0,2.0,9.0,0.9160164648437501,True,REGULAR,USD,call,2026-02-13
AAPL260213C00230000,2026-02-05 15:03:07+00:00,230.0,45.0,48.35,49.9,0.0,0.0,1.0,105.0,0.86132951171875,True,REGULAR,USD,call,2026-02-13
AAPL260213C00232500,2026-02-02 20:55:17+00:00,232.5,37.65,45.25,48.4,0.0,0.0,1.0,6.0,0.8601088208007812,True,REGULAR,USD,call,2026-02-13
AAPL260213C00235000,2026-02-06 16:31:27+00:00,235.0,44.22,42.85,45.9,2.6200027,6.298084,3.0,109.0,0.8286149951171874,True,REGULAR,USD,call,2026-02-13
AAPL260213C00237500,2026-02-05 15:52:40+00:00,237.5,36.45,40.25,43.4,0.0,0.0,5.0,19.0,0.7800314965820312,True,REGULAR,USD,call,2026-02-13
AAPL260213C00240000,2026-02-06 15:33:23+00:00,240.0,39.45,38.35,40.05,2.670002,7.259385,10.0,219.0,0.7192410888671875,True,REGULAR,USD,call,2026-02-13
AAPL260213C00242500,2026-02-02 20:11:08+00:00,242.5,26.6,35.45,37.9,0.0,0.0,45.0,70.0,0.6757844921875001,True,REGULAR,USD,call,2026-02-13
AAPL260213C00245000,2026-02-06 16:07:49+00:00,245.0,34.24,33.5,35.4,2.3900013,7.503928,12.0,229.0,0.6787141503906251,True,REGULAR,USD,call,2026-02-13
AAPL260213C00247500,2026-02-05 19:00:10+00:00,247.5,32.7,30.6,32.2,4.75,16.994633,1.0,58.0,0.5524947094726562,True,REGULAR,USD,call,2026-02-13
AAPL260213C00250000,2026-02-06 17:02:38+00:00,250.0,29.33,28.9,29.7,3.33,12.807693,6.0,3898.0,0.5769085278320312,True,REGULAR,USD,call,2026-02-13
AAPL260213C00252500,2026-02-06 15:26:52+00:00,252.5,27.25,25.55,27.25,4.129999,17.863317,36.0,400.0,0.5932657861328126,True,REGULAR,USD,call,2026-02-13
AAPL260213C00255000,2026-02-06 16:45:29+00:00,255.0,24.55,24.25,24.6,2.8199997,12.977449,45.0,1172.0,0.5124560473632812,True,REGULAR,USD,call,2026-02-13
AAPL260213C00257500,2026-02-06 17:06:29+00:00,257.5,21.95,21.85,22.15,2.290001,11.648021,48.0,864.0,0.49658706542968756,True,REGULAR,USD,call,2026-02-13
AAPL260213C00260000,2026-02-06 17:08:40+00:00,260.0,19.61,19.45,19.7,2.67,15.864528,2850.0,5234.0,0.4588677160644532,True,REGULAR,USD,call,2026-02-13
AAPL260213C00262500,2026-02-06 16:24:35+00:00,262.5,17.5,17.05,17.4,2.8500004,19.453928,50.0,1115.0,0.43420975952148444,True,REGULAR,USD,call,2026-02-13
AAPL260213C00265000,2026-02-06 17:05:13+00:00,265.0,14.91,14.7,15.0,2.5599995,20.728739,425.0,2550.0,0.3973448937988281,True,REGULAR,USD,call,2026-02-13
AAPL260213C00267500,2026-02-06 17:08:51+00:00,267.5,12.6,12.45,12.65,2.4000006,23.529419,2812.0,3580.0,0.3621889953613281,True,REGULAR,USD,call,2026-02-13
AAPL260213C00270000,2026-02-06 17:09:16+00:00,270.0,10.42,10.3,10.5,1.8999996,22.300465,703.0,3867.0,0.3386296606445312,True,REGULAR,USD,call,2026-02-13
AAPL260213C00272500,2026-02-06 16:57:34+00:00,272.5,8.3,8.4,8.5,1.25,17.730495,357.0,1704.0,0.3189765368652343,True,REGULAR,USD,call,2026-02-13
AAPL260213C00275000,2026-02-06 17:08:25+00:00,275.0,6.5,6.45,6.55,1.1500001,21.495329,1263.0,9159.0,0.2941965112304687,True,REGULAR,USD,call,2026-02-13
AAPL260213C00277500,2026-02-06 17:07:36+00:00,277.5,4.85,4.85,4.95,0.7999997,19.753078,3691.0,4335.0,0.28113511840820304,True,REGULAR,USD,call,2026-02-13
AAPL260213C00280000,2026-02-06 17:10:03+00:00,280.0,3.49,3.4,3.45,0.6400001,22.456144,8747.0,26361.0,0.2613599255371094,False,REGULAR,USD,call,2026-02-13
AAPL260213C00282500,2026-02-06 17:09:02+00:00,282.5,2.34,2.34,2.37,0.37999988,19.387749,8760.0,7592.0,0.252937158203125,False,REGULAR,USD,call,2026-02-13
AAPL260213C00285000,2026-02-06 17:09:42+00:00,285.0,1.52,1.49,1.51,0.16999996,12.592589,7184.0,7108.0,0.2430495617675781,False,REGULAR,USD,call,2026-02-13
AAPL260213C00287500,2026-02-06 17:09:01+00:00,287.5,0.94,0.93,0.95,0.060000002,6.818182,1139.0,2105.0,0.2395095581054687,False,REGULAR,USD,call,2026-02-13
AAPL260213C00290000,2026-02-06 17:09:18+00:00,290.0,0.6,0.58,0.6,0.030000031,5.2631636,6161.0,4925.0,0.24024197265624997,False,REGULAR,USD,call,2026-02-13
AAPL260213C00295000,2026-02-06 17:10:47+00:00,295.0,0.24,0.24,0.25,-0.010000005,-4.000002,2075.0,1459.0,0.24927508544921873,False,REGULAR,USD,call,2026-02-13
AAPL260213C00300000,2026-02-06 17:08:48+00:00,300.0,0.11,0.11,0.13,0.0,0.0,3111.0,2682.0,0.2695385546875,False,REGULAR,USD,call,2026-02-13
AAPL260213C00305000,2026-02-06 16:22:22+00:00,305.0,0.06,0.06,0.07,0.009999998,19.999994,1141.0,461.0,0.2890696093749999,False,REGULAR,USD,call,2026-02-13
AAPL260213C00310000,2026-02-06 16:10:15+00:00,310.0,0.03,0.03,0.04,0.0,0.0,264.0,977.0,0.3086006640625,False,REGULAR,USD,call,2026-02-13
AAPL260213C00315000,2026-02-06 16:53:07+00:00,315.0,0.01,0.02,0.02,-0.01,-33.333336,85.0,274.0,0.32031929687499994,False,REGULAR,USD,call,2026-02-13
AAPL260213C00320000,2026-02-06 16:27:26+00:00,320.0,0.01,0.0,0.01,-0.03,-75.0,5.0,135.0,0.335944140625,False,REGULAR,USD,call,2026-02-13
AAPL260213C00325000,2026-02-04 18:11:42+00:00,325.0,0.01,0.0,0.6,0.0,0.0,3.0,26.0,0.5625043750000001,False,REGULAR,USD,call,2026-02-13
AAPL260213C00330000,2026-01-29 20:51:46+00:00,330.0,0.01,0.0,0.06,0.0,0.0,10.0,24.0,0.48242705078125003,False,REGULAR,USD,call,2026-02-13
AAPL260213C00340000,2026-01-26 17:58:56+00:00,340.0,0.06,0.0,0.01,0.0,0.0,1.0,118.0,0.46094289062500005,False,REGULAR,USD,call,2026-02-13
AAPL260213C00345000,2026-01-13 17:59:10+00:00,345.0,0.02,0.0,0.06,0.0,0.0,,1.0,0.5468795312500001,False,REGULAR,USD,call,2026-02-13
AAPL260213C00370000,2026-01-20 20:04:30+00:00,370.0,0.01,0.0,0.06,0.0,0.0,,1.0,0.70312796875,False,REGULAR,USD,call,2026-02-13
AAPL260213C00390000,2026-01-20 20:04:29+00:00,390.0,0.01,0.0,0.05,0.0,0.0,,1.0,0.8007832421875,False,REGULAR,USD,call,2026-02-13
AAPL260213P00110000,2026-01-29 17:34:41+00:00,110.0,0.01,,0.01,0.0,0.0,,2.0,1.96875015625,False,REGULAR,USD,put,2026-02-13
AAPL260213P00135000,2026-01-20 20:03:00+00:00,135.0,0.01,0.0,0.01,0.0,0.0,,1.0,1.46875265625,False,REGULAR,USD,put,2026-02-13
AAPL260213P00155000,2026-01-26 15:25:42+00:00,155.0,0.02,,0.46,0.0,0.0,,11.0,1.9433596582031252,False,REGULAR,USD,put,2026-02-13
AAPL260213P00160000,2026-02-05 16:50:29+00:00,160.0,0.02,0.0,0.03,0.0,0.0,1.0,153.0,1.2500037499999999,False,REGULAR,USD,put,2026-02-13
AAPL260213P00165000,2026-02-05 16:50:08+00:00,165.0,0.02,0.0,0.03,0.0,0.0,1.0,267.0,1.1875040625,False,REGULAR,USD,put,2026-02-13
AAPL260213P00170000,2026-02-05 16:55:14+00:00,170.0,0.01,0.0,0.02,0.0,0.0,3.0,119.0,1.0781296093750001,False,REGULAR,USD,put,2026-02-13
AAPL260213P00175000,2026-02-02 16:25:02+00:00,175.0,0.02,0.0,0.04,0.0,0.0,1.0,438.0,1.0859420703125,False,REGULAR,USD,put,2026-02-13
AAPL260213P00180000,2026-01-27 18:03:57+00:00,180.0,0.05,0.01,0.02,0.0,0.0,25.0,28.0,0.992187578125,False,REGULAR,USD,put,2026-02-13
AAPL260213P00185000,2026-02-04 16:36:49+00:00,185.0,0.03,0.0,0.63,0.0,0.0,13.0,40.0,1.3320345898437496,False,REGULAR,USD,put,2026-02-13
AAPL260213P00190000,2026-02-05 17:46:03+00:00,190.0,0.01,0.0,0.02,0.0,0.0,18.0,123.0,0.8437515624999999,False,REGULAR,USD,put,2026-02-13
AAPL260213P00195000,2026-02-06 15:34:02+00:00,195.0,0.01,0.01,0.04,-0.01,-50.0,18.0,573.0,0.867188828125,False,REGULAR,USD,put,2026-02-13
AAPL260213P00200000,2026-02-05 20:04:37+00:00,200.0,0.01,0.0,0.06,-0.01,-50.0,3.0,1299.0,0.8242205078124999,False,REGULAR,USD,put,2026-02-13
AAPL260213P00205000,2026-02-06 15:45:03+00:00,205.0,0.01,0.01,0.04,-0.01,-50.0,6.0,212.0,0.7539087109375,False,REGULAR,USD,put,2026-02-13
AAPL260213P00210000,2026-02-06 17:02:39+00:00,210.0,0.02,0.0,0.02,-0.01,-33.333336,146.0,2055.0,0.64062859375,False,REGULAR,USD,put,2026-02-13
AAPL260213P00215000,2026-02-06 16:50:22+00:00,215.0,0.02,0.01,0.02,-0.030000001,-60.0,891.0,519.0,0.6171913281250001,False,REGULAR,USD,put,2026-02-13
AAPL260213P00217500,2026-02-06 16:13:52+00:00,217.5,0.01,0.02,0.03,-0.049999997,-83.333336,191.0,126.0,0.6171913281250001,False,REGULAR,USD,put,2026-02-13
AAPL260213P00220000,2026-02-06 16:31:39+00:00,220.0,0.02,0.02,0.03,-0.04,-66.66667,659.0,1046.0,0.5937540625000001,False,REGULAR,USD,put,2026-02-13
AAPL260213P00222500,2026-02-06 16:00:01+00:00,222.5,0.03,0.02,0.03,-0.04,-57.142857,128.0,1287.0,0.5664105859375,False,REGULAR,USD,put,2026-02-13
AAPL260213P00225000,2026-02-06 16:12:01+00:00,225.0,0.03,0.02,0.03,-0.060000002,-66.666664,33.0,1321.0,0.5390671093750001,False,REGULAR,USD,put,2026-02-13
AAPL260213P00227500,2026-02-06 17:00:15+00:00,227.5,0.04,0.03,0.04,-0.050000004,-55.555557,1140.0,213.0,0.5351608984375,False,REGULAR,USD,put,2026-02-13
AAPL260213P00230000,2026-02-06 16:03:16+00:00,230.0,0.05,0.04,0.05,-0.06,-54.545456,43.0,11227.0,0.523442265625,False,REGULAR,USD,put,2026-02-13
AAPL260213P00232500,2026-02-06 17:01:26+00:00,232.5,0.05,0.04,0.05,-0.11,-73.33333,121.0,222.0,0.5019581054687501,False,REGULAR,USD,put,2026-02-13
