contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiration
AAPL260717C00160000,2026-02-05 19:54:08+00:00,160.0,119.57,120.6,123.65,0.0,0.0,9.0,33,0.635867899169922,True,REGULAR,USD,call,2026-07-17
AAPL260717C00170000,2026-02-05 19:14:09+00:00,170.0,109.69,111.1,113.6,0.0,0.0,8.0,22,0.5877116424560547,True,REGULAR,USD,call,2026-07-17
AAPL260717C00175000,2026-02-04 16:07:00+00:00,175.0,104.55,106.3,108.8,0.0,0.0,1.0,88,0.5674481732177734,True,REGULAR,USD,call,2026-07-17
AAPL260717C00180000,2026-02-05 14:39:53+00:00,180.0,98.29,101.55,104.0,0.0,0.0,1.0,39,0.5481002221679689,True,REGULAR,USD,call,2026-07-17
AAPL260717C00185000,2026-01-30 20:52:42+00:00,185.0,80.83,96.8,99.25,0.0,0.0,17.0,35,0.5294846856689455,True,REGULAR,USD,call,2026-07-17
AAPL260717C00190000,2026-01-30 20:59:58+00:00,190.0,74.15,92.2,94.35,0.0,0.0,48.0,57,0.5107470800781251,True,REGULAR,USD,call,2026-07-17
AAPL260717C00195000,2026-02-04 20:56:47+00:00,195.0,86.35,88.05,89.15,0.0,0.0,529.0,591,0.509892596435547,True,REGULAR,USD,call,2026-07-17
AAPL260717C00200000,2026-02-06 15:42:32+00:00,200.0,84.3,83.55,84.2,2.800003,3.4355865,4.0,86,0.48456325988769533,True,REGULAR,USD,call,2026-07-17
AAPL260717C00205000,2026-02-06 17:05:00+00:00,205.0,79.55,79.15,79.6,2.350006,3.0440495,27.0,918,0.4686332434082031,True,REGULAR,USD,call,2026-07-17
AAPL260717C00210000,2026-02-06 16:01:55+00:00,210.0,74.8,74.3,75.15,2.050003,2.8178737,5.0,585,0.4558770233154297,True,REGULAR,USD,call,2026-07-17
AAPL260717C00215000,2026-02-05 18:39:44+00:00,215.0,65.87,69.8,70.65,0.0,0.0,374.0,409,0.4410456286621094,True,REGULAR,USD,call,2026-07-17
AAPL260717C00220000,2026-02-06 15:46:00+00:00,220.0,66.22,65.4,66.05,3.8199997,6.121794,1.0,152,0.4233761276245117,True,REGULAR,USD,call,2026-07-17
AAPL260717C00225000,2026-02-06 16:51:14+00:00,225.0,61.65,61.25,61.6,2.800003,4.7578645,37.0,275,0.40833111206054684,True,REGULAR,USD,call,2026-07-17
AAPL260717C00230000,2026-02-06 16:48:29+00:00,230.0,57.05,56.8,57.3,1.0999985,1.9660383,24.0,388,0.3954528228759766,True,REGULAR,USD,call,2026-07-17
AAPL260717C00235000,2026-02-05 16:19:07+00:00,235.0,49.85,52.65,53.05,0.0,0.0,9.0,188,0.3824829818725586,True,REGULAR,USD,call,2026-07-17
AAPL260717C00240000,2026-02-06 14:31:26+00:00,240.0,48.24,48.45,48.95,1.9400024,4.19007,1.0,370,0.37103900451660154,True,REGULAR,USD,call,2026-07-17
AAPL260717C00245000,2026-02-06 15:58:14+00:00,245.0,44.4,44.45,44.9,3.4000015,8.292686,2.0,563,0.3591372680664062,True,REGULAR,USD,call,2026-07-17
AAPL260717C00250000,2026-02-06 14:55:32+00:00,250.0,41.37,40.6,40.85,2.369999,6.0769205,25.0,1208,0.34589277160644527,True,REGULAR,USD,call,2026-07-17
AAPL260717C00255000,2026-02-06 17:04:25+00:00,255.0,37.05,36.8,37.15,3.1499977,9.292027,14.0,875,0.33670707244873044,True,REGULAR,USD,call,2026-07-17
AAPL260717C00260000,2026-02-06 17:04:25+00:00,260.0,33.45,33.25,33.5,1.2299995,3.817503,1253.0,2065,0.32651430328369135,True,REGULAR,USD,call,2026-07-17
AAPL260717C00265000,2026-02-06 16:25:08+00:00,265.0,30.15,29.8,30.05,1.5599995,5.456451,21.0,1316,0.3174201559448242,True,REGULAR,USD,call,2026-07-17
AAPL260717C00270000,2026-02-06 16:20:03+00:00,270.0,26.7,26.55,26.8,1.4000015,5.533603,18.0,2981,0.30914997497558594,True,REGULAR,USD,call,2026-07-17
AAPL260717C00275000,2026-02-06 17:01:50+00:00,275.0,23.62,23.45,23.65,1.1700001,5.211581,120.0,2553,0.3001778967285156,True,REGULAR,USD,call,2026-07-17
AAPL260717C00280000,2026-02-06 17:05:34+00:00,280.0,20.65,20.6,20.7,0.79999924,4.030223,50.0,26135,0.29169409484863273,False,REGULAR,USD,call,2026-07-17
AAPL260717C00285000,2026-02-06 16:55:34+00:00,285.0,18.1,17.95,18.1,1.0500011,6.158365,40.0,2203,0.285590640258789,False,REGULAR,USD,call,2026-07-17
AAPL260717C00290000,2026-02-06 16:59:51+00:00,290.0,15.5,15.45,15.55,0.75,5.084746,92.0,2223,0.27771718383789057,False,REGULAR,USD,call,2026-07-17
AAPL260717C00295000,2026-02-06 16:42:23+00:00,295.0,13.35,13.25,13.35,0.95000076,7.661297,13.0,1837,0.27201045379638666,False,REGULAR,USD,call,2026-07-17
AAPL260717C00300000,2026-02-06 17:04:58+00:00,300.0,11.43,11.25,11.35,0.53999996,4.9586773,170.0,7650,0.2664563101196289,False,REGULAR,USD,call,2026-07-17
AAPL260717C00305000,2026-02-06 17:06:57+00:00,305.0,9.6,9.5,9.6,0.70000076,7.8651776,49.0,1795,0.2618176846313477,False,REGULAR,USD,call,2026-07-17
AAPL260717C00310000,2026-02-06 16:35:59+00:00,310.0,8.12,8.05,8.15,0.28999996,3.7037032,51.0,1446,0.25901009552001963,False,REGULAR,USD,call,2026-07-17
AAPL260717C00315000,2026-02-06 17:06:41+00:00,315.0,6.75,6.7,6.75,0.3000002,4.651166,81.0,758,0.25431043548583987,False,REGULAR,USD,call,2026-07-17
AAPL260717C00320000,2026-02-06 16:58:10+00:00,320.0,5.6,5.6,5.7,0.1500001,2.7522955,61.0,881,0.25284560638427733,False,REGULAR,USD,call,2026-07-17
AAPL260717C00325000,2026-02-06 17:09:05+00:00,325.0,4.65,4.55,4.65,0.1500001,3.3333354,69.0,372,0.24878680908203127,False,REGULAR,USD,call,2026-07-17
AAPL260717C00330000,2026-02-06 16:58:02+00:00,330.0,3.85,3.8,3.9,0.54999995,16.666666,81.0,312,0.24805439453125,False,REGULAR,USD,call,2026-07-17
AAPL260717C00335000,2026-02-06 17:06:28+00:00,335.0,3.15,3.1,3.2,0.06000018,1.9417535,122.0,66,0.24600973724365233,False,REGULAR,USD,call,2026-07-17
AAPL260717C00340000,2026-02-06 15:53:10+00:00,340.0,2.62,2.57,2.61,0.029999971,1.1583,29.0,323,0.24414818359375,False,REGULAR,USD,call,2026-07-17
AAPL260717C00345000,2026-02-05 20:17:22+00:00,345.0,2.11,2.12,2.14,0.0,0.0,1.0,132,0.24311059631347653,False,REGULAR,USD,call,2026-07-17
AAPL260717C00350000,2026-02-05 18:48:55+00:00,350.0,1.6,1.73,1.77,0.0,0.0,3.0,346,0.24292749267578123,False,REGULAR,USD,call,2026-07-17
AAPL260717C00355000,2026-02-06 14:52:50+00:00,355.0,1.6,1.43,1.46,0.15999997,11.111108,3.0,47,0.24280542358398435,False,REGULAR,USD,call,2026-07-17
AAPL260717C00360000,2026-02-06 16:42:13+00:00,360.0,1.21,1.18,1.22,0.120000005,11.009174,136.0,399,0.24353783813476562,False,REGULAR,USD,call,2026-07-17
AAPL260717C00365000,2026-02-04 14:57:45+00:00,365.0,1.19,0.96,1.0,0.0,0.0,13.0,46,0.2433547344970703,False,REGULAR,USD,call,2026-07-17
AAPL260717C00370000,2026-02-06 16:47:26+00:00,370.0,0.82,0.79,0.83,-0.00999999,-1.2048181,1.0,51,0.24390404541015626,False,REGULAR,USD,call,2026-07-17
AAPL260717C00380000,2026-02-04 14:37:06+00:00,380.0,0.61,0.54,0.58,0.050000012,8.928573,30.0,95,0.24585715087890625,False,REGULAR,USD,call,2026-07-17
AAPL260717C00390000,2026-02-06 16:29:57+00:00,390.0,0.37,0.37,0.4,0.14,60.869564,1.0,19,0.24732197998046873,False,REGULAR,USD,call,2026-07-17
AAPL260717C00400000,2026-02-05 16:42:14+00:00,400.0,0.23,0.25,0.28,0.0,0.0,71.0,151,0.24927508544921873,False,REGULAR,USD,call,2026-07-17
AAPL260717C00410000,2026-02-04 14:54:26+00:00,410.0,0.22,0.17,0.2,0.0,0.0,2.0,68,0.25196060546875,False,REGULAR,USD,call,2026-07-17
AAPL260717P00160000,2026-02-05 16:02:54+00:00,160.0,0.61,0.52,0.55,0.0,0.0,4.0,739,0.4226131958007812,False,REGULAR,USD,put,2026-07-17
AAPL260717P00165000,2026-02-05 16:57:05+00:00,165.0,0.66,0.61,0.64,0.0,0.0,1.0,203,0.4118711157226562,False,REGULAR,USD,put,2026-07-17
AAPL260717P00170000,2026-02-05 20:25:29+00:00,170.0,0.91,0.73,0.75,0.0,0.0,1.0,338,0.40210558837890625,False,REGULAR,USD,put,2026-07-17
AAPL260717P00175000,2026-02-05 15:44:44+00:00,175.0,0.96,0.84,0.87,0.0,0.0,1.0,165,0.3918517846679687,False,REGULAR,USD,put,2026-07-17
AAPL260717P00180000,2026-02-06 15:44:21+00:00,180.0,0.98,0.98,1.01,-0.28999996,-22.834642,1.0,1332,0.3820862573242187,False,REGULAR,USD,put,2026-07-17
AAPL260717P00185000,2026-02-05 15:46:33+00:00,185.0,1.34,1.14,1.17,0.0,0.0,1.0,243,0.3723207299804688,False,REGULAR,USD,put,2026-07-17
AAPL260717P00190000,2026-02-06 15:09:11+00:00,190.0,1.36,1.33,1.36,-0.18999994,-12.258061,1.0,787,0.36304347900390627,False,REGULAR,USD,put,2026-07-17
