contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiration
AAPL261218C00005000,2026-02-03 14:30:11+00:00,5.0,264.64,272.4,276.25,0.0,0.0,15.0,5,2.6621127197265633,True,REGULAR,USD,call,2026-12-18
AAPL261218C00010000,2026-01-06 20:53:19+00:00,10.0,252.73,267.45,270.95,0.0,0.0,1.0,0,1.998046884765625,True,REGULAR,USD,call,2026-12-18
AAPL261218C00015000,2025-06-23 13:37:47+00:00,15.0,186.06,238.95,242.35,0.0,0.0,4.0,5,1.0000000000000003e-05,True,REGULAR,USD,call,2026-12-18
AAPL261218C00020000,2026-01-21 20:47:59+00:00,20.0,228.22,257.55,261.2,0.0,0.0,1.0,3,1.558107678222656,True,REGULAR,USD,call,2026-12-18
AAPL261218C00025000,2025-07-09 17:23:44+00:00,25.0,184.65,229.35,232.75,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD,call,2026-12-18
AAPL261218C00030000,2025-08-12 13:41:01+00:00,30.0,199.1,224.7,227.9,0.0,0.0,2.0,10,1.0000000000000003e-05,True,REGULAR,USD,call,2026-12-18
AAPL261218C00035000,2025-12-29 20:20:28+00:00,35.0,240.37,220.8,224.3,0.0,0.0,2.0,1,1.0000000000000003e-05,True,REGULAR,USD,call,2026-12-18
AAPL261218C00040000,2025-05-27 17:01:33+00:00,40.0,161.68,160.5,164.55,0.0,0.0,3.0,5,1.0000000000000003e-05,True,REGULAR,USD,call,2026-12-18
AAPL261218C00045000,2026-01-21 19:07:38+00:00,45.0,201.92,233.2,236.95,0.0,0.0,1.0,57,1.1447796667480468,True,REGULAR,USD,call,2026-12-18
AAPL261218C00050000,2025-12-17 19:52:06+00:00,50.0,225.28,201.55,198.6,0.0,0.0,10.0,1992,1.0000000000000003e-05,True,REGULAR,USD,call,2026-12-18
AAPL261218C00060000,2026-01-16 20:31:08+00:00,60.0,197.65,218.75,222.1,0.0,0.0,2.0,279,0.9965820654296875,True,REGULAR,USD,call,2026-12-18
AAPL261218C00070000,2025-10-31 19:57:28+00:00,70.0,203.0,216.85,220.5,0.0,0.0,2.0,2524,1.3455843267822263,True,REGULAR,USD,call,2026-12-18
AAPL261218C00080000,2026-01-21 19:19:07+00:00,80.0,168.15,199.5,203.2,0.0,0.0,1.0,399,0.8787853918457031,True,REGULAR,USD,call,2026-12-18
AAPL261218C00085000,2025-12-05 14:46:56+00:00,85.0,197.23,161.75,165.5,0.0,0.0,37.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-12-18
AAPL261218C00090000,2026-02-02 16:27:26+00:00,90.0,176.85,189.85,193.3,0.0,0.0,1.0,479,0.8137225659179688,True,REGULAR,USD,call,2026-12-18
AAPL261218C00095000,2026-02-03 19:22:26+00:00,95.0,179.5,185.05,188.5,0.0,0.0,3.0,103,0.7883321948242188,True,REGULAR,USD,call,2026-12-18
AAPL261218C00100000,2026-02-05 19:53:27+00:00,100.0,179.2,180.6,183.4,0.0,0.0,6.0,3199,0.7650169982910158,True,REGULAR,USD,call,2026-12-18
AAPL261218C00105000,2025-11-07 14:40:31+00:00,105.0,168.76,159.3,163.05,0.0,0.0,1.0,176,1.0000000000000003e-05,True,REGULAR,USD,call,2026-12-18
AAPL261218C00110000,2026-02-02 20:35:39+00:00,110.0,162.65,170.7,174.15,0.0,0.0,45.0,521,0.7194241925048828,True,REGULAR,USD,call,2026-12-18
AAPL261218C00115000,2026-01-20 14:55:55+00:00,115.0,141.16,165.9,169.3,0.0,0.0,45.0,338,0.6960479614257813,True,REGULAR,USD,call,2026-12-18
AAPL261218C00120000,2026-02-04 16:19:46+00:00,120.0,160.28,161.45,164.15,0.0,0.0,65.0,1362,0.6743806976318361,True,REGULAR,USD,call,2026-12-18
AAPL261218C00125000,2026-02-02 17:52:42+00:00,125.0,143.34,156.65,159.8,0.0,0.0,50.0,489,0.661258270263672,True,REGULAR,USD,call,2026-12-18
AAPL261218C00130000,2026-02-03 17:46:30+00:00,130.0,143.45,152.0,154.6,0.0,0.0,8.0,1402,0.6361120373535156,True,REGULAR,USD,call,2026-12-18
AAPL261218C00135000,2026-02-02 20:32:56+00:00,135.0,138.66,147.15,150.3,0.0,0.0,30.0,680,0.6229896099853516,True,REGULAR,USD,call,2026-12-18
AAPL261218C00140000,2026-02-04 14:43:37+00:00,140.0,141.83,142.65,145.15,0.0,0.0,12.0,1034,0.6020547607421877,True,REGULAR,USD,call,2026-12-18
AAPL261218C00145000,2026-01-26 15:34:27+00:00,145.0,115.75,137.7,140.85,0.0,0.0,1.0,475,0.5874064697265625,True,REGULAR,USD,call,2026-12-18
AAPL261218C00150000,2026-02-05 20:51:41+00:00,150.0,131.43,133.15,136.15,0.0,0.0,6.0,505,0.5725750750732423,True,REGULAR,USD,call,2026-12-18
